date,58000,59000,60000,61000,62000,63000,63500,64000,64500,65000,65500,66000,66500,67000,67500,68000,68500,69000,70000,70500,71000,71500,72000,73000,74000
2024-04-03,85.02,80.56,77.0,69.95,68.25,64.16,63.42,62.51,62.98,60.84,62.01,60.02,67.83,62.0,65.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-04,110.02,104.79,105.14,89.43,84.84,81.79,78.64,74.38,73.03,73.94,69.62,64.0,67.71,65.04,63.15,66.07,62.08,62.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-05,107.85,127.98,114.2,103.88,125.01,79.75,92.08,78.73,77.0,64.86,62.67,51.72,47.68,41.74,32.39,28.53,40.03,57.35,52.25,84.27,87.95,71.43,62.41,98.0,100.31
