date,54000,55000,56000,57000,58000,59000,60000,61000,62000
2021-11-05,91.46,82.49,83.27,75.64,66.47,75.72,71.32,69.85,59.36
2021-11-06,108.33,106.64,87.86,80.61,87.39,81.79,62.37,62.17,39.72
