,35000,36000,37000,38000,39000,40000,41000,42000,43000
2022-04-22,91.78,79.25,64.79,55.91,50.42,50.3,51.12,0,0
2022-04-23,0,0,84.75,68.31,45.09,31.44,0,0,0
