date,59000,60000,61000,62000,63000,64000,64500,65000,65500,66000,66500,67000,67500,68000,68500,69000,70500,71500
2024-10-24,65.37,0.0,50.39,49.15,48.81,42.51,39.19,37.74,35.79,35.02,37.38,35.16,34.86,34.64,34.56,0.0,0.0,0.0
2024-10-25,75.22,66.51,67.18,60.77,52.97,44.48,45.89,39.1,33.81,24.63,39.21,31.94,34.87,40.0,29.39,37.6,54.56,0.0
2024-10-26,0.0,83.17,72.13,63.35,51.19,61.37,40.66,43.75,33.96,27.52,22.94,17.98,22.49,24.03,0.0,0.0,57.37,0.0
