,17000,18000,18500,19000,19500,20000,20500,21000,22000
2022-08-27,113.92,90.51,92.72,82.87,76.05,68.25,67.35,0,0.0
2022-08-28,0,145.42,124.84,109.74,97.52,89.4,105.61,58.57,0
