date,37500,38000,38500,39000,39500,40000,40500,41000,41500,41750,42000,42250,42500,42750,43000,43250,43500,43750,44000,44250,44500,44750,45000,45250,45500,46000,47000,47500,48000
2024-01-03,86.2,82.42,81.03,75.12,75.09,72.7,70.09,68.11,66.68,0.0,65.6,65.6,64.35,65.98,64.88,70.89,64.72,81.03,82.62,76.81,70.15,88.24,71.75,93.38,96.58,66.45,75.12,80.35,64.58
2024-01-04,121.67,129.86,121.88,111.91,80.44,103.91,79.66,89.08,86.57,79.58,86.44,70.42,80.79,76.95,77.85,70.14,77.02,76.66,77.04,80.31,83.9,81.02,79.84,0.0,75.05,0.0,0.0,0.0,0.0
2024-01-05,177.72,173.79,160.22,160.06,146.09,131.18,117.28,105.83,96.57,94.23,81.06,77.41,63.86,60.53,61.01,57.35,38.46,51.5,48.55,51.48,58.11,83.59,58.17,96.79,0.0,95.89,0.0,0.0,0.0
