date,44000,46000,48000,50000,51000,52000,53000,54000,55000,56000,57000,57500,58000,58500,59000,59500,60000,60500,61000,61500,62000,62500,63000,63500,64000,65000,66000,68000,72000,76000,78000,80000,82000,84000,86000
2024-08-29,0.0,0.0,61.27,59.64,0.0,55.22,0.0,52.73,51.57,51.18,50.84,0.0,50.05,0.0,49.76,0.0,49.91,0.0,50.07,0.0,48.73,0.0,0.0,0.0,49.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-30,0.0,66.18,60.09,56.98,0.0,55.03,0.0,51.73,50.7,50.93,49.62,0.0,49.26,0.0,46.72,0.0,46.37,0.0,49.53,0.0,48.77,0.0,49.6,0.0,0.0,0.0,50.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-31,0.0,63.78,59.88,56.97,0.0,51.46,0.0,50.51,48.96,0.0,47.43,0.0,47.28,0.0,47.11,0.0,46.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01,0.0,68.01,58.1,57.23,0.0,52.92,0.0,50.42,51.65,51.97,52.54,0.0,50.32,0.0,50.37,0.0,0.0,0.0,50.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02,0.0,67.32,62.18,59.57,0.0,54.6,53.52,52.08,52.19,50.73,50.62,0.0,49.74,0.0,49.48,0.0,50.18,0.0,59.68,0.0,49.38,0.0,48.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03,0.0,66.91,62.73,59.42,0.0,57.19,55.35,52.96,52.97,51.89,51.89,0.0,50.25,0.0,50.57,0.0,49.17,0.0,48.5,0.0,48.82,0.0,50.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-04,0.0,69.08,65.04,62.41,0.0,58.77,55.81,57.17,55.43,53.55,52.9,0.0,52.39,0.0,52.61,0.0,52.46,0.0,54.9,0.0,52.32,0.0,53.18,0.0,55.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-05,0.0,70.18,65.04,60.95,0.0,58.55,57.5,56.47,57.2,55.31,53.59,0.0,56.81,0.0,0.0,0.0,53.09,0.0,56.45,0.0,52.11,0.0,0.0,0.0,0.0,55.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,77.31,70.51,66.84,60.13,59.0,59.42,56.2,58.18,57.68,57.09,56.76,0.0,58.88,0.0,57.77,0.0,56.77,0.0,58.63,0.0,56.71,0.0,0.0,0.0,0.0,57.12,59.43,60.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
