date,22000,22250,22500,22750,23000,23250,23500,23750,24000
2023-02-04,45.49,45.46,39.09,36.85,38.07,33.33,32.91,34.76,0.0
2023-02-05,62.87,52.72,45.91,51.91,43.05,57.05,69.77,71.27,67.24
