date,9000,9125,9250,9375,9500,9625,9750,9875,10000,10125,10250,10375,10500,10625
2020-02-16,71.46,64.26,60.43,60.68,63.03,54.81,53.24,45.17,52.7,54.78,59.82,47.4,0.0,69.9
2020-02-17,81.28,76.25,66.26,65.76,42.64,39.45,56.8,56.02,121.5,55.43,0.0,0.0,0.0,0.0
