date,44000,45000,46000,47000,48000,49000,49500,50000,50500,51000,51500,52000,52500,53000,53500,54000,54500,55000,55500,56000,56500,57000,57500,58000,58500,59000,59500,62000,64000
2024-08-05,126.13,124.39,121.58,115.07,111.36,102.46,98.85,92.33,89.52,87.49,89.64,90.25,84.25,83.46,83.03,83.44,82.51,91.06,80.21,81.26,80.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-06,151.93,136.3,136.29,132.49,126.61,108.87,112.03,111.75,102.77,108.04,96.36,96.09,83.95,82.52,85.2,79.72,77.74,70.22,71.63,61.45,62.85,71.54,71.66,63.65,0.0,0.0,0.0,0.0,0.0
2024-08-07,0.0,157.01,150.6,163.36,144.3,126.2,120.52,112.13,114.15,107.93,106.15,99.2,92.06,83.77,74.68,70.01,67.82,63.89,58.88,65.49,71.44,64.36,74.94,0.0,81.08,74.55,63.37,168.48,132.8
