date,18000,18500,19000,19500,20000,20500,21000,21500,22000,22500
2022-07-07,96.82,93.59,107.37,101.62,80.04,83.18,83.54,80.92,71.14,0.0
2022-07-08,0.0,0.0,106.63,100.93,105.97,105.34,71.41,57.93,51.91,83.4
