date,42000,43000,44000,45000,46000,47000,48000,49000
2022-01-01,83.69,83.55,72.17,63.67,53.25,51.95,55.05,61.76
2022-01-02,0.0,0.0,79.97,68.84,68.81,57.53,39.87,0.0
