變數組合,Kurtosis_係數,Kurtosis_p值,Kurtosis_顯著性,變數數量,R平方,MSE
Kurtosis + Mean + Median + T-2 Return,-0.11297260818891758,0.00015627542267284986,***,4,0.017208314032487015,0.9819699537886102
Kurtosis + Mean + Median,-0.11039075037551001,0.0002193070818297901,***,3,0.014497975956400566,0.984678025695737
Kurtosis + T-2 Return,-0.09992475190901919,0.0005442686448801034,***,2,0.012309937967303286,0.9868642342216326
僅 Kurtosis,-0.0968941251265642,0.0007927731672782325,***,1,0.009388471484042316,0.9897832580071653
