變數組合,Skewness_係數,Skewness_p值,Skewness_顯著性,變數數量,R平方,MSE
Skewness + Mean + Std + Median + T-2 Return,0.19422790752047345,2.283372592278157e-10,***,5,0.03888652463646358,0.9603098687787845
Skewness + Mean + Std + Median,0.19331753070135838,2.8388484429219647e-10,***,4,0.03641665572241426,0.9627776725850458
Skewness + Mean + Median + T-2 Return,0.18624214939040967,7.835897840023387e-10,***,4,0.036421692511702686,0.9627726400071198
Skewness + Mean + Median,0.18523234690414855,9.889633984486615e-10,***,3,0.033896716316115905,0.9652955050185962
Skewness + T-2 Return,0.16726823009517439,5.813748545795193e-09,***,2,0.030314377594542252,0.9688748484736804
僅 Skewness,0.1658295213563014,7.978574375839897e-09,***,1,0.02749943015325995,0.9716874422799784
