horizon,variables,num_vars,r2_os_1pt,r2_os_2pt,delta_1pt_minus_2pt,winner
7d,Skewness + Kurtosis + Median + VIX,4,-0.035657376405182406,-0.03767201021460753,0.002014633809425126,1pt
7d,Mean + Skewness + Kurtosis + VIX,4,-0.03514132197975206,-0.037153951670705565,0.0020126296909535046,1pt
7d,Skewness + Kurtosis + Median,3,-0.024925569063291242,-0.026870787731390733,0.001945218668099491,1pt
7d,Mean + Skewness + Kurtosis,3,-0.024621222593266268,-0.026565545281764358,0.0019443226884980902,1pt
7d,Mean + Skewness + Kurtosis + T-1 Return,4,-0.021836094486311852,-0.023756562682391902,0.0019204681960800496,1pt
7d,Skewness + Kurtosis + Median + T-1 Return,4,-0.022139961343691006,-0.02405963954434487,0.0019196782006538626,1pt
7d,Mean + Skewness + Kurtosis + T-2 Return,4,-0.026338046893542133,-0.028236898907561203,0.0018988520140190701,1pt
7d,Skewness + Kurtosis + Median + T-2 Return,4,-0.02665795559716644,-0.028556687069925202,0.0018987314727587634,1pt
7d,Skewness + Kurtosis + Median + T-3 Return,4,-0.04742508813003199,-0.049318288851636805,0.0018932007216048152,1pt
7d,Mean + Skewness + Kurtosis + T-3 Return,4,-0.04719179366155113,-0.049080878893376756,0.0018890852318256268,1pt
7d,Skewness + Kurtosis,2,-0.014251906704271677,-0.015884854031700923,0.001632947327429246,1pt
7d,Skewness + Kurtosis + T-2 Return,3,-0.015409421859033268,-0.017021634994796697,0.0016122131357634295,1pt
7d,Skewness + Kurtosis + T-3 Return,3,-0.037818625640116066,-0.039420100005227665,0.0016014743651115992,1pt
7d,Skewness + Kurtosis + T-1 Return + T-3 Return,4,-0.0348163689843346,-0.03641069643981165,0.0015943274554770515,1pt
7d,Skewness + Kurtosis + VIX,3,-0.018873055188621368,-0.020454815871410625,0.0015817606827892572,1pt
7d,Skewness + Kurtosis + T-1 Return,3,-0.01202088776770549,-0.013599907858095728,0.0015790200903902374,1pt
7d,Skewness + Kurtosis + T-2 Return + T-3 Return,4,-0.03888663381254731,-0.04046240686695968,0.001575773054412366,1pt
7d,Skewness + Kurtosis + T-1 Return + T-2 Return,4,-0.013352258682291396,-0.014914089772862571,0.0015618310905711752,1pt
7d,Kurtosis + Median + VIX,3,-0.029416405218607666,-0.03097075445375097,0.0015543492351433041,1pt
7d,Mean + Kurtosis + VIX,3,-0.02883002324825301,-0.030377341225171328,0.0015473179769183165,1pt
7d,Skewness + Kurtosis + VIX + T-2 Return,4,-0.02123905651278757,-0.022779209335916262,0.0015401528231286932,1pt
7d,Skewness + Kurtosis + VIX + T-1 Return,4,-0.016765320188512067,-0.018305328147502076,0.0015400079589900084,1pt
7d,Skewness + Kurtosis + VIX + T-3 Return,4,-0.04280957634070082,-0.04434001416384037,0.0015304378231395521,1pt
7d,Kurtosis + Median + VIX + T-2 Return,4,-0.03230438024928528,-0.03383303375227298,0.001528653502987698,1pt
7d,Kurtosis + Median + VIX + T-1 Return,4,-0.027425395097931737,-0.02894860656016318,0.001523211462231444,1pt
7d,Mean + Kurtosis + VIX + T-2 Return,4,-0.03169647615267923,-0.033217248566731694,0.0015207724140524626,1pt
7d,Mean + Kurtosis + VIX + T-1 Return,4,-0.02682119155182061,-0.028339818787081805,0.001518627235261194,1pt
7d,Std + Skewness + Kurtosis + T-1 Return,4,-0.014545943575559273,-0.016021393900899294,0.001475450325340022,1pt
7d,Mean + Kurtosis + Median + VIX,4,-0.08092057918862472,-0.0823915818300689,0.0014710026414441746,1pt
7d,Std + Skewness + Kurtosis + VIX,4,-0.02462204005513735,-0.02608366217170066,0.0014616221165633103,1pt
7d,Std + Skewness + Kurtosis,3,-0.01759496642263425,-0.01902900942315644,0.0014340430005221894,1pt
7d,Kurtosis + Median + VIX + T-3 Return,4,-0.05093182208361102,-0.05235013067128369,0.0014183085876726675,1pt
7d,Std + Skewness + Kurtosis + T-2 Return,4,-0.019117363573541768,-0.02052711376655547,0.0014097501930137035,1pt
7d,Mean + Kurtosis + VIX + T-3 Return,4,-0.05039685822516349,-0.05180595636677299,0.0014090981416094994,1pt
7d,Kurtosis + Median,2,-0.017627752332068702,-0.019014284167178985,0.0013865318351102829,1pt
7d,Mean + Kurtosis,2,-0.01729744177563952,-0.018683002926377368,0.0013855611507378462,1pt
7d,Kurtosis + Median + T-2 Return,3,-0.01960948117061223,-0.02096732095104925,0.0013578397804370201,1pt
7d,Mean + Kurtosis + T-2 Return,3,-0.019258693143760386,-0.020616489760608037,0.0013577966168476507,1pt
7d,Mean + Kurtosis + T-1 Return,3,-0.014963859044197392,-0.016319048346280063,0.001355189302082671,1pt
7d,Kurtosis + Median + T-1 Return,3,-0.015304815628848667,-0.016658686167973613,0.0013538705391249461,1pt
7d,Mean + Kurtosis + Median + T-2 Return,4,-0.07876171687824773,-0.0801086564616833,0.001346939583435569,1pt
7d,Mean + Kurtosis + Median,3,-0.07507249482278633,-0.07640366383766772,0.0013311690148813948,1pt
7d,Mean + Kurtosis + T-1 Return + T-2 Return,4,-0.016914858931059262,-0.018235649807332388,0.0013207908762731257,1pt
7d,Kurtosis + Median + T-1 Return + T-2 Return,4,-0.017274822310893168,-0.01859339775033142,0.001318575439438252,1pt
7d,Mean + Kurtosis + Median + T-1 Return,4,-0.07548382744250293,-0.07678011903224502,0.0012962915897420935,1pt
7d,Std + Skewness + Kurtosis + T-3 Return,4,-0.04325594614521666,-0.044519485030566575,0.001263538885349913,1pt
7d,Kurtosis + Median + T-1 Return + T-3 Return,4,-0.03515848032683744,-0.03642110823279321,0.001262627905955771,1pt
7d,Mean + Kurtosis + T-1 Return + T-3 Return,4,-0.03489862648012787,-0.03616004196485445,0.0012614154847265802,1pt
7d,Kurtosis + Median + T-3 Return,3,-0.038541569081817606,-0.03979394368633882,0.0012523746045212114,1pt
7d,Mean + Kurtosis + T-3 Return,3,-0.03829275720958014,-0.03954197902132517,0.0012492218117450271,1pt
7d,Kurtosis + Median + T-2 Return + T-3 Return,4,-0.04054826854271787,-0.041774567786311945,0.0012262992435940756,1pt
7d,Mean + Kurtosis + T-2 Return + T-3 Return,4,-0.04027640748508188,-0.04150054535426961,0.0012241378691877358,1pt
7d,Kurtosis,1,-0.007503017413690971,-0.008695810784126179,0.0011927933704352078,1pt
7d,Mean + Kurtosis + Median + T-3 Return,4,-0.10411872240396391,-0.10530525550658543,0.001186533102621512,1pt
7d,Kurtosis + T-2 Return,2,-0.008747626577520373,-0.00993081641884852,0.0011831898413281472,1pt
7d,Kurtosis + VIX,2,-0.01273550263932588,-0.013915744587345458,0.001180241948019578,1pt
7d,Kurtosis + VIX + T-2 Return,3,-0.015061694794985314,-0.016201942463083263,0.001140247668097949,1pt
7d,Kurtosis + VIX + T-1 Return,3,-0.011008383838570612,-0.012146679230488289,0.0011382953919176764,1pt
7d,Kurtosis + T-1 Return,2,-0.005825424096730369,-0.006962745907747925,0.0011373218110175554,1pt
7d,Kurtosis + T-1 Return + T-2 Return,3,-0.007004864204548822,-0.008133603061766248,0.0011287388572174262,1pt
7d,Mean + Kurtosis + Median + T-4 Return,4,-0.08133975372291835,-0.08243909144792605,0.0010993377250076986,1pt
7d,Kurtosis + VIX + T-1 Return + T-2 Return,4,-0.013387419964122627,-0.014482336024124853,0.0010949160600022267,1pt
7d,Std + Kurtosis + VIX + T-1 Return,4,-0.015945545742823253,-0.017039011651067026,0.0010934659082437737,1pt
7d,Mean + Skewness + Kurtosis + T-4 Return,4,-0.04196702813618414,-0.04305755111801002,0.001090522981825881,1pt
7d,Skewness + Kurtosis + Median + T-4 Return,4,-0.04236586017054167,-0.043443200461655174,0.0010773402911135044,1pt
7d,Kurtosis + T-3 Return,2,-0.029386601916385313,-0.0304550144957223,0.0010684125793369859,1pt
7d,Skewness + Kurtosis + T-4 Return,3,-0.028971040344862642,-0.030038480263973266,0.0010674399191106243,1pt
7d,Kurtosis + T-2 Return + T-3 Return,3,-0.030698485697221445,-0.031756463545227875,0.0010579778480064306,1pt
7d,Kurtosis + VIX + T-3 Return,3,-0.03525518677218509,-0.03630819265979812,0.0010530058876130344,1pt
7d,Std + Kurtosis + VIX,3,-0.018711328647551095,-0.01975414231289263,0.0010428136653415354,1pt
7d,Std + Kurtosis + T-1 Return,3,-0.008646433137261766,-0.009684501094755271,0.0010380679574935048,1pt
7d,Kurtosis + T-1 Return + T-3 Return,3,-0.026749482775653144,-0.027787540452527182,0.001038057676874038,1pt
7d,Kurtosis + VIX + T-1 Return + T-3 Return,4,-0.032561612744730795,-0.03359846876218597,0.0010368560174551789,1pt
7d,Kurtosis + T-1 Return + T-2 Return + T-3 Return,4,-0.027991546790569588,-0.02902043701157897,0.001028890221009382,1pt
7d,Skewness + Kurtosis + VIX + T-4 Return,4,-0.033531113570968385,-0.03455591940577474,0.0010248058348063527,1pt
7d,Std + Kurtosis + T-1 Return + T-2 Return,4,-0.010196123377981925,-0.011220704296787343,0.0010245809188054178,1pt
7d,Skewness + Kurtosis + T-3 Return + T-4 Return,4,-0.05408516119098494,-0.05510950105212831,0.001024339861143364,1pt
7d,Skewness + Kurtosis + T-2 Return + T-4 Return,4,-0.03055502184214598,-0.03157623893408723,0.001021217091941251,1pt
7d,Kurtosis + VIX + T-2 Return + T-3 Return,4,-0.03744355820466483,-0.03845762306780598,0.0010140648631411509,1pt
7d,Std + Kurtosis + VIX + T-2 Return,4,-0.02127711393140741,-0.022282243798016133,0.0010051298666087227,1pt
7d,Std + Kurtosis,2,-0.011473366114325811,-0.01247075589418456,0.0009973897798587483,1pt
7d,Std + Kurtosis + Fear and Greed Index + VIX,4,-0.01638711557539385,-0.017381465638840243,0.000994350063446392,1pt
7d,Std + Skewness + Kurtosis + T-4 Return,4,-0.031462842975036764,-0.03245539956884458,0.000992556593807814,1pt
7d,Std + Kurtosis + T-2 Return,3,-0.013011499599589582,-0.014000897841138338,0.0009893982415487557,1pt
7d,Skewness + Kurtosis + Fear and Greed Index + T-1 Return,4,-0.021503072837335324,-0.02246678224068921,0.0009637094033538851,1pt
7d,Skewness + Kurtosis + Fear and Greed Index,3,-0.021919840599611495,-0.022875362889478446,0.0009555222898669502,1pt
7d,Mean + Kurtosis + VIX + T-4 Return,4,-0.04850025012632475,-0.049432966910337495,0.0009327167840127437,1pt
7d,Skewness + Kurtosis + Fear and Greed Index + T-2 Return,4,-0.02077933912036456,-0.021711662179426883,0.0009323230590623233,1pt
7d,Kurtosis + Median + VIX + T-4 Return,4,-0.049122317470642995,-0.05005128142663007,0.0009289639559870722,1pt
7d,Skewness + Kurtosis + T-1 Return + T-4 Return,4,-0.027666944960992534,-0.028588611291895827,0.0009216663309032924,1pt
7d,Std + Skewness + Kurtosis + Fear and Greed Index,4,-0.019535274056384777,-0.020417021121727608,0.0008817470653428305,1pt
7d,Skewness + Kurtosis + Fear and Greed Index + VIX,4,-0.021002304549259776,-0.021864435032120877,0.0008621304828611009,1pt
7d,Mean + Kurtosis + Median + Fear and Greed Index,4,-0.0794734375570858,-0.08033190727392303,0.0008584697168372291,1pt
7d,Std + Kurtosis + T-1 Return + T-3 Return,4,-0.03194889302614001,-0.03278472993113102,0.0008358369049910053,1pt
7d,Kurtosis + T-4 Return,2,-0.024650131709527567,-0.025481965659047923,0.0008318339495203553,1pt
7d,Kurtosis + Fear and Greed Index,2,-0.01902366780782394,-0.01984840660468512,0.0008247387968611797,1pt
7d,Kurtosis + Fear and Greed Index + T-1 Return,3,-0.01896731648534966,-0.019782772391456982,0.0008154559061073208,1pt
7d,Kurtosis + T-2 Return + T-4 Return,3,-0.02619526399168226,-0.02701053505743589,0.0008152710657536311,1pt
7d,Std + Kurtosis + VIX + T-3 Return,4,-0.043115087459621115,-0.043929655818429,0.0008145683588078878,1pt
7d,Kurtosis + VIX + T-4 Return,3,-0.02950277677411406,-0.030316133171482074,0.0008133563973680147,1pt
7d,Std + Kurtosis + VIX + T-4 Return,4,-0.034653832638569027,-0.03545114394335602,0.0007973113047869962,1pt
7d,Std + Kurtosis + Fear and Greed Index + T-1 Return,4,-0.018086106525869505,-0.018883370411825195,0.0007972638859556902,1pt
7d,Kurtosis + Fear and Greed Index + T-2 Return,3,-0.01798796857997753,-0.018783648068873005,0.0007956794888954732,1pt
7d,Kurtosis + Fear and Greed Index + T-1 Return + T-2 Return,4,-0.018956243553284402,-0.01974062237930574,0.0007843788260213369,1pt
7d,Mean + Kurtosis + T-4 Return,3,-0.03762964717683337,-0.0384048935524548,0.0007752463756214301,1pt
7d,Std + Kurtosis + T-3 Return,3,-0.03584880417432168,-0.03661545834131896,0.0007666541669972826,1pt
7d,Kurtosis + Median + T-4 Return,3,-0.03805121446154813,-0.03881627983747449,0.0007650653759263548,1pt
7d,Std + Kurtosis + T-2 Return + T-3 Return,4,-0.037371559716240066,-0.038131779315482506,0.0007602195992424399,1pt
7d,Mean + Kurtosis + Fear and Greed Index + VIX,4,-0.033284646892556946,-0.034044004174033526,0.0007593572814765803,1pt
7d,Std + Kurtosis + T-4 Return,3,-0.027315674729561534,-0.028074989949505413,0.0007593152199438791,1pt
7d,Std + Kurtosis + Fear and Greed Index,3,-0.01718891596467853,-0.01794808742641041,0.0007591714617318779,1pt
7d,Std + Kurtosis + T-1 Return + T-4 Return,4,-0.02509505125702871,-0.025847644698942407,0.0007525934419136959,1pt
7d,Kurtosis + VIX + T-2 Return + T-4 Return,4,-0.03245589943691751,-0.033201710585644584,0.0007458111487270713,1pt
7d,Kurtosis + Fear and Greed Index + VIX + T-1 Return,4,-0.01874745208343742,-0.01949248519982949,0.0007450331163920687,1pt
7d,Kurtosis + Median + Fear and Greed Index + VIX,4,-0.03396458263598845,-0.03470819573076844,0.0007436130947799935,1pt
7d,Std + Kurtosis + T-2 Return + T-4 Return,4,-0.029242669771859964,-0.029985697327843397,0.0007430275559834332,1pt
7d,Kurtosis + Fear and Greed Index + VIX,3,-0.017699053333504855,-0.018434178197286544,0.0007351248637816887,1pt
7d,Kurtosis + T-1 Return + T-4 Return,3,-0.023685598771711946,-0.024420061688004147,0.0007344629162922001,1pt
7d,Kurtosis + VIX + T-1 Return + T-4 Return,4,-0.02838858715989856,-0.0291150142589518,0.0007264270990532395,1pt
7d,Kurtosis + T-1 Return + T-2 Return + T-4 Return,4,-0.0251906917812863,-0.025908883680086925,0.0007181918988006242,1pt
7d,Kurtosis + Fear and Greed Index + VIX + T-2 Return,4,-0.01802407913277304,-0.01872765310185409,0.0007035739690810505,1pt
7d,Mean + Kurtosis + T-2 Return + T-4 Return,4,-0.04032015604464134,-0.04102240858566897,0.0007022525410276259,1pt
7d,Kurtosis + T-3 Return + T-4 Return,3,-0.04919902284191724,-0.04989574428471988,0.0006967214428026391,1pt
7d,Kurtosis + VIX + T-3 Return + T-4 Return,4,-0.054310642980127666,-0.05500261565639075,0.0006919726762630862,1pt
7d,Kurtosis + Median + T-2 Return + T-4 Return,4,-0.04076475758102682,-0.041455343659159594,0.0006905860781327711,1pt
7d,Std + Kurtosis + Fear and Greed Index + T-2 Return,4,-0.01572457404757377,-0.01641337181866165,0.000688797771087879,1pt
7d,Kurtosis + T-2 Return + T-3 Return + T-4 Return,4,-0.05088560154959976,-0.05156343933988583,0.0006778377902860733,1pt
7d,Mean + Kurtosis + T-3 Return + T-4 Return,4,-0.06079905382943407,-0.06146318342706847,0.0006641295976343997,1pt
7d,Kurtosis + Median + T-3 Return + T-4 Return,4,-0.06115884005721184,-0.061813673642726386,0.0006548335855145471,1pt
7d,Kurtosis + Fear and Greed Index + T-4 Return,3,-0.030916677693396455,-0.03157022576567092,0.000653548072274468,1pt
7d,Kurtosis + Fear and Greed Index + T-2 Return + T-4 Return,4,-0.029312406782899814,-0.029963557631539572,0.0006511508486397588,1pt
7d,Mean + Kurtosis + T-1 Return + T-4 Return,4,-0.03626863034721972,-0.036916410678065725,0.000647780330846004,1pt
7d,Kurtosis + Median + T-1 Return + T-4 Return,4,-0.03670367550424647,-0.03733834935242952,0.0006346738481830538,1pt
7d,Skewness + Kurtosis + Fear and Greed Index + T-4 Return,4,-0.0343961048306094,-0.035026337567805044,0.0006302327371956462,1pt
7d,Kurtosis + T-1 Return + T-3 Return + T-4 Return,4,-0.047039203651517925,-0.047669182632595675,0.0006299789810777501,1pt
7d,Kurtosis + Fear and Greed Index + T-1 Return + T-4 Return,4,-0.03146579796794935,-0.032080818887769036,0.0006150209198196865,1pt
7d,Skewness + Kurtosis + Fear and Greed Index + T-3 Return,4,-0.05780658158218155,-0.05839945868949048,0.0005928771073089312,1pt
7d,Std + Kurtosis + T-3 Return + T-4 Return,4,-0.05342566962420703,-0.05400006760302922,0.0005743979788221942,1pt
7d,Mean + Std + Skewness + Median,4,-0.17061815945066927,-0.17115993890789127,0.0005417794572220025,1pt
7d,Kurtosis + Fear and Greed Index + VIX + T-4 Return,4,-0.02989590103778572,-0.03043191798065381,0.0005360169428680894,1pt
7d,Kurtosis + Fear and Greed Index + T-1 Return + T-3 Return,4,-0.05585211165223525,-0.056385851952124755,0.0005337402998895069,1pt
7d,Kurtosis + Fear and Greed Index + T-3 Return,3,-0.05429777482161513,-0.05483133865816914,0.0005335638365540074,1pt
7d,Std + Kurtosis + Fear and Greed Index + T-4 Return,4,-0.029874186212636822,-0.030388675213061545,0.0005144890004247227,1pt
7d,Kurtosis + Fear and Greed Index + T-2 Return + T-3 Return,4,-0.05400470137542346,-0.05450371648523311,0.0004990151098096529,1pt
7d,Mean + Kurtosis + Fear and Greed Index + T-1 Return,4,-0.03319831085797009,-0.03361402384251466,0.0004157129845445695,1pt
7d,Kurtosis + Fear and Greed Index + T-3 Return + T-4 Return,4,-0.06562552774075625,-0.0660243357814243,0.00039880804066805275,1pt
7d,Std + Kurtosis + Fear and Greed Index + T-3 Return,4,-0.05312229474304253,-0.053520199975543026,0.00039790523250049503,1pt
7d,Kurtosis + Fear and Greed Index + VIX + T-3 Return,4,-0.05319492899303446,-0.05359181951222136,0.00039689051918689877,1pt
7d,Mean + Skewness + Median + VIX,4,-0.10672918310064117,-0.1071216922406999,0.0003925091400587277,1pt
7d,Kurtosis + Median + Fear and Greed Index + T-1 Return,4,-0.033826850941447884,-0.03421640674444704,0.00038955580299915304,1pt
7d,Mean + Kurtosis + Fear and Greed Index,3,-0.03191891802386215,-0.03230287824110212,0.00038396021723996476,1pt
7d,Mean + Skewness + Kurtosis + Fear and Greed Index,4,-0.03391990489153218,-0.03429086096785028,0.00037095607631809635,1pt
7d,Kurtosis + Median + Fear and Greed Index,3,-0.032534488225660185,-0.032891954201681006,0.000357465976020821,1pt
7d,Mean + Std + Median + Fear and Greed Index,4,-0.1385958442295363,-0.13894010464457285,0.0003442604150365458,1pt
7d,Skewness + Median + T-1 Return + T-3 Return,4,-0.038338915296568965,-0.03867769645981456,0.00033878116324559393,1pt
7d,Mean + Skewness + T-1 Return + T-3 Return,4,-0.0379839832766411,-0.038322708015923634,0.00033872473928253655,1pt
7d,Mean + Std + Median + T-2 Return,4,-0.14324679397634443,-0.14358439811896528,0.0003376041426208509,1pt
7d,Mean + Std + Median + T-1 Return,4,-0.1388609295939227,-0.13919688613113856,0.0003359565372158535,1pt
7d,Mean + Std + Median + T-3 Return,4,-0.1786506113541908,-0.17898219871173127,0.00033158735754046376,1pt
7d,Mean + Std + Median,3,-0.1390721923258984,-0.1394036471912823,0.00033145486538388447,1pt
7d,Mean + Std + Median + T-4 Return,4,-0.1438424313758324,-0.14417179240611788,0.0003293610302854688,1pt
7d,Mean + Kurtosis + Fear and Greed Index + T-2 Return,4,-0.029793994262049095,-0.030120848388841548,0.00032685412679245296,1pt
7d,Skewness + Median + T-3 Return,3,-0.04130944592186281,-0.04163358726123367,0.00032414133937086476,1pt
7d,Mean + Skewness + T-3 Return,3,-0.04095323154525499,-0.04127723439862763,0.00032400285337264023,1pt
