horizon,variables,num_vars,r2_os_1pt,r2_os_2pt,delta_1pt_minus_2pt,winner
7d,Skewness + Kurtosis + Median + Fear and Greed Index,4,-0.03454791449647554,-0.034870366680173515,0.00032245218369797435,1pt
7d,Mean + Std + Median + VIX,4,-0.14717240020509204,-0.14747761498328926,0.000305214778197227,1pt
7d,Mean + Skewness + T-2 Return + T-3 Return,4,-0.04273844991532827,-0.04303854239943883,0.000300092484110559,1pt
7d,Skewness + Median + T-2 Return + T-3 Return,4,-0.043110251439167246,-0.043410266023973465,0.00030001458480621856,1pt
7d,Kurtosis + Median + Fear and Greed Index + T-2 Return,4,-0.030421937001390953,-0.030721293265053573,0.00029935626366262014,1pt
7d,Mean + Skewness + Median + T-1 Return,4,-0.09228794244867378,-0.09258011650612707,0.0002921740574532983,1pt
7d,Skewness + T-1 Return + T-3 Return,3,-0.026480545635229724,-0.02676418817874393,0.0002836425435142065,1pt
7d,Mean + Skewness + Median,3,-0.09363480139819158,-0.0939095493215949,0.0002747479234033179,1pt
7d,Mean + Skewness + T-1 Return,3,-0.01685234848965833,-0.01712417123760912,0.00027182274795078953,1pt
7d,Skewness + Median + T-1 Return,3,-0.01727551531774907,-0.017547088594052296,0.0002715732763032275,1pt
7d,Mean + Std + Skewness + T-3 Return,4,-0.12977065370680418,-0.13004134040536797,0.00027068669856378236,1pt
7d,Skewness + T-1 Return + T-2 Return + T-3 Return,4,-0.027798579268821344,-0.02806880837602277,0.0002702291072014251,1pt
7d,Std + Skewness + T-1 Return + T-3 Return,4,-0.03009303822425502,-0.0303621010829076,0.00026906285865258006,1pt
7d,Skewness + T-3 Return,2,-0.029233172132112628,-0.029501532898882132,0.00026836076676950427,1pt
7d,Mean + Skewness,2,-0.018704002843032752,-0.018970212356716143,0.00026620951368339085,1pt
7d,Skewness + Median,2,-0.019129422519775563,-0.01939542611864087,0.00026600359886530534,1pt
7d,Mean + Skewness + VIX + T-3 Return,4,-0.05140883847272115,-0.051671486485983964,0.00026264801326281173,1pt
7d,Skewness + Median + VIX + T-3 Return,4,-0.05198998960598211,-0.05225019978042034,0.0002602101744382246,1pt
7d,Skewness + VIX + T-1 Return + T-3 Return,4,-0.031124006815508087,-0.031382503951267626,0.0002584971357595389,1pt
7d,Mean + Skewness + Median + T-3 Return,4,-0.12203531367021347,-0.12229128566813308,0.0002559719979196018,1pt
7d,Mean + Skewness + T-1 Return + T-2 Return,4,-0.018788860469313384,-0.01904410436202908,0.00025524389271569525,1pt
7d,Skewness + Median + T-1 Return + T-2 Return,4,-0.019227301204723046,-0.019482119238719564,0.0002548180339965178,1pt
7d,Mean + Skewness + Median + Fear and Greed Index,4,-0.09931257695816154,-0.0995643940473705,0.00025181708920896106,1pt
7d,Std + Skewness + Median + T-3 Return,4,-0.13480422638458145,-0.13505521820282929,0.00025099181824783656,1pt
7d,Skewness + T-2 Return + T-3 Return,3,-0.030465618797999472,-0.03071563596402216,0.00025001716602268687,1pt
7d,Std + Skewness + T-3 Return,3,-0.03355015016241447,-0.033799406493313366,0.0002492563308988949,1pt
7d,Mean + Std + Skewness + T-1 Return,4,-0.09442064313393095,-0.09466604989737193,0.00024540676344098067,1pt
7d,Mean + Skewness + T-2 Return,3,-0.02056232848320061,-0.020807604137049074,0.0002452756538484646,1pt
7d,Skewness + Median + T-2 Return,3,-0.021003032468985383,-0.02124791738692644,0.00024488491794105727,1pt
7d,Std + Skewness + VIX + T-3 Return,4,-0.04066072725401848,-0.04090275052586301,0.000242023271844527,1pt
7d,Skewness + VIX + T-3 Return,3,-0.033667747020333705,-0.03390846292477856,0.0002407159044448548,1pt
7d,Mean + Skewness + Median + T-2 Return,4,-0.0995844216311148,-0.0998208853882665,0.00023646375715169476,1pt
7d,Std + Skewness + T-2 Return + T-3 Return,4,-0.035085838003394265,-0.03532133385116332,0.00023549584776905164,1pt
7d,Skewness + VIX + T-2 Return + T-3 Return,4,-0.035920657497257036,-0.03615228263316328,0.00023162513590624378,1pt
7d,Std + Skewness + Median + T-1 Return,4,-0.0991608390055323,-0.09938959287978277,0.00022875387425047577,1pt
7d,Mean + Skewness + Median + T-4 Return,4,-0.10132284862517071,-0.10155152640196397,0.0002286777767932513,1pt
7d,Mean + Std + Skewness,3,-0.09819368298050457,-0.09841477273896504,0.00022108975846046874,1pt
7d,Mean + Skewness + VIX + T-1 Return,4,-0.027402066909853584,-0.027617413747777375,0.00021534683792379106,1pt
7d,Skewness + Median + VIX + T-1 Return,4,-0.028048926232534743,-0.0282616446818027,0.0002127184492679568,1pt
7d,Skewness + T-1 Return,2,-0.003822835694985871,-0.004034120033409749,0.00021128433842387828,1pt
7d,Mean + Skewness + VIX,3,-0.028833026240111304,-0.029042553810795013,0.00020952757068370964,1pt
7d,Mean + Std + Skewness + T-2 Return,4,-0.09983902393899169,-0.10004760537264423,0.00020858143365254378,1pt
7d,Std + Skewness + T-1 Return,3,-0.005898620731558113,-0.006106159678870959,0.0002075389473128464,1pt
7d,Skewness + Median + VIX,3,-0.029468674234686132,-0.029675675476354746,0.000207001241668614,1pt
7d,Mean + Median + T-1 Return + T-2 Return,4,-0.07613611907420959,-0.07634296009716968,0.00020684102296009144,1pt
7d,Mean + Skewness + VIX + T-2 Return,4,-0.0317227907714932,-0.03192905045070349,0.00020625967921028554,1pt
7d,Skewness,1,-0.0054297254691080266,-0.0056340557232070765,0.00020433025409904992,1pt
7d,Skewness + Median + VIX + T-2 Return,4,-0.032375142155226966,-0.03257902095697962,0.00020387880175265494,1pt
7d,Std + Skewness + Median,3,-0.10294114728792225,-0.10314487137185013,0.00020372408392788088,1pt
7d,Mean + Median + T-2 Return,3,-0.07493385875404157,-0.07513749126984615,0.00020363251580457487,1pt
7d,Mean + Median + T-2 Return + T-3 Return,4,-0.10404967924981845,-0.10425201883236856,0.00020233958255011508,1pt
7d,Std + Skewness + VIX + T-1 Return,4,-0.013121295274638678,-0.01332294264133771,0.0002016473666990315,1pt
7d,Skewness + T-1 Return + T-2 Return,3,-0.005188869857013723,-0.00539043606601064,0.00020156620899691724,1pt
7d,Std + Skewness + T-1 Return + T-2 Return,4,-0.007611211524950923,-0.007810947961940373,0.00019973643698945054,1pt
7d,Mean + Median + T-1 Return,3,-0.07275552622819093,-0.07295488085272228,0.000199354624531356,1pt
7d,Mean + Median + T-1 Return + T-3 Return,4,-0.1009717777497181,-0.10117044033311884,0.00019866258340073273,1pt
7d,Std + Skewness,2,-0.008105554806715931,-0.008302920850818074,0.00019736604410214298,1pt
7d,Mean + Median + Fear and Greed Index + T-2 Return,4,-0.07960972456368398,-0.0798069516636637,0.00019722709997971322,1pt
7d,Mean + Median,2,-0.07155909256167936,-0.07175538330235365,0.00019629074067428753,1pt
7d,Skewness + VIX + T-1 Return,3,-0.008402120599470653,-0.00859709349630422,0.00019497289683356733,1pt
7d,Mean + Median + T-3 Return,3,-0.10035110773883305,-0.10054596697012785,0.0001948592312948083,1pt
7d,Mean + Median + T-2 Return + T-4 Return,4,-0.08134544150990553,-0.08153775141802022,0.00019230990811469617,1pt
7d,Std + Skewness + Median + T-2 Return,4,-0.10459034301338943,-0.10478190640002794,0.0001915633866385047,1pt
7d,Skewness + VIX + T-1 Return + T-2 Return,4,-0.010821731596224238,-0.011012482718743444,0.000190751122519206,1pt
7d,Mean + Median + Fear and Greed Index + T-1 Return,4,-0.0797594604395988,-0.07994977031738149,0.0001903098777826795,1pt
7d,Std + Skewness + VIX,3,-0.015259773814512823,-0.01544993170029274,0.000190157885779918,1pt
7d,Skewness + T-2 Return,2,-0.006715087055899627,-0.006905058863738045,0.00018997180783841827,1pt
7d,Mean + Median + Fear and Greed Index,3,-0.07728755392155717,-0.07747524898818092,0.0001876950666237498,1pt
7d,Skewness + VIX,2,-0.009816475683476655,-0.010002916987497557,0.0001864413040209012,1pt
7d,Mean + Median + T-1 Return + T-4 Return,4,-0.07956459740644872,-0.07975024397819319,0.00018564657174446886,1pt
