變數組合,Kurtosis_係數,Kurtosis_p值,Kurtosis_顯著性,變數數量,R平方,MSE
僅 Kurtosis,0.13592500869238602,0.033093939716583844,**,1,0.018475607988025278,0.9775344554590805
