date,31500,32000,32500,33000,33500,34000,34500,34750,35000,35250,35500,35750,36000,36250,36500,36750,37000,37250,37500,37750,38000,38250,38500,38750,39000,39500,40000,40500,41000,41500,42000,42500,43000,43500,44000,45000,46000
2023-11-15,3.786924,18.774610000000003,7.574606,22.63083,33.713676,33.864192,78.350727,56.805870000000006,79.20108,67.947228,90.233328,120.668448,121.218752,187.99815,226.4745,283.19955,358.35919,434.301755,565.79415,679.20138,757.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-16,7.198108,7.303762,14.469004000000002,28.922024,43.30640399999999,64.88978399999999,83.309174,90.5009,119.269524,155.774767,217.32042,289.92328000000003,379.905855,541.7112,651.2630399999999,779.8645549999999,1320.234,1279.702935,1876.703325,751.368,0,1068.7474350000002,2012.62985,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-17,3.613426000000001,3.611653,3.635097000000001,3.649182,14.585264000000002,3.638998,3.658854,25.523463,7.303110000000001,3.665104,10.96884,14.61294,69.144021,47.530717,106.19567999999998,255.8787,853.07444,0,1339.99496,0,1760.794925,0,2401.763875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
