date,46000,47000,47500,48000,48500,49000,49500,50000,50500,51000,51500,52000,52500,53000,53500,54000,54500,55000,55250,55500,55750,56000,56250,56500,56750,57000,57250,57500,57750,58000,58500,59000,59500,60000,61000,62000,63000,64000
2024-02-25,10.372722,20.74394,36.085833,56.657249,62.03703599999999,123.663072,155.02995,201.897267,336.128845,465.88364999999993,723.41248,982.29069,1168.409925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-26,5.464758000000001,5.471776,16.037969999999998,10.67223,10.957276,16.284209999999998,21.787772,32.833446,54.63194,54.56311,71.008886,81.904695,114.654981,180.855741,300.18593,409.510725,654.285,796.3305750000001,0,1097.8472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27,5.593812000000001,5.61969,5.63309,11.173476,5.6174550000000005,5.706238,5.707334,5.703256,5.709999,5.736646,5.721927,5.701818,5.702179,11.442722,11.386432,11.360538000000002,11.361246,22.7973,74.148945,28.551990000000004,62.47758000000001,62.69840500000001,57.09974,91.261472,204.863292,217.023054,342.62022,513.91323,1082.26356,1393.453915,0,0,0,0,0,0,0,0
