date,18000,18500,18750,19000,19250,19500,19750,20000,20250,20500,21000,21500,22000
2022-10-23,9.75146,9.78081,29.367120000000003,48.91745,88.136235,166.38571500000003,0,0,0,0,0,0,0
2022-10-24,9.658225,9.668135,9.671175,9.66825,38.65304,222.06132,0,0,0,0,0,0,0
