date,55000,56000,57000,58000,59000,59500,60000,60500,61000,61500,62000,62500,63000,63500,64000,64500,65000,65500,66000,66500,67000,68000,69000,70000,71000,72000
2024-05-08,49.70760800000001,79.450514,116.272875,243.5418,269.435672,487.0456,579.484135,762.041,887.4959900000001,952.844675,1109.4035399999998,845.677665,1694.91135,2036.22243,0,0,0,0,0,0,0,0,0,8708.813139999998,0,0
2024-05-09,12.514782000000002,18.795051,37.491828,18.891051,31.488290000000003,44.082255,63.14445,88.316074,132.35831699999997,158.23260000000002,227.8584,348.48076999999995,567.96768,728.719235,1292.518235,0,3742.28595,0,0,0,5532.7554,0,0,0,0,0
2024-05-10,6.046406,6.065473000000001,18.145398,12.190288,24.318956,48.636824,97.260176,115.820675,431.8788,702.44737,1335.3573199999998,1587.22616,2482.47046,2996.97849,1134.54252,0,4421.87937,0,0,0,0,0,0,0,0,0
