date,17000,18000,18500,19000,19500,20000,20500,21000,21500,22000,22500,23000,23500,24000,25000,26000
2022-09-13,10.0129,30.16992,60.474810000000005,90.658125,161.44320000000002,312.822705,634.5612,1006.5025,745.4382299999999,1443.7899000000002,1321.41158,805.4687299999998,0,0,0,0
2022-09-14,0,10.068275,10.15121,20.2189,40.47684,131.45216499999998,344.93357000000003,876.9891449999999,0,2182.752,0,0,0,0,0,0
