date,18000,18500,19000,19400,19500,19600,19700,19800,19900,20000,20100,20200,20300,20400,20500,20600,20800,21000,21200,21400,21500,21600,21700,21800,21900,22000,22200,22500,23000
2023-03-09,0,0,40.7289,0,60.99777,0,0,122.0622,0,152.6799,183.16935,203.7006,0,394.56651,347.35862000000003,146.79623,230.28027,315.458325,337.34336,1058.616,1093.232375,395.10265,428.318,1538.4117599999995,1612.30452,0,0,0,0
2023-03-10,9.99677,9.9644,10.11306,10.114085,10.09898,10.122325000000002,40.176680000000005,20.22267,60.55617,50.55180000000001,70.80678499999999,101.26685,111.64186,557.3596,512.65914,0,665.7776400000001,1006.50641,0,1419.20551,1407.0203,0,1837.26645,0,0,0,0,0,0
