date,17000,19000,19500,20000,20250,20500,20750,21000,21250,21500,21750,22000,22250,22500,22750,23000,23500,24000
2023-02-13,10.866595,10.762225,21.45396,21.6884,53.845075,43.32732,65.53443,98.135235,162.71085,196.27767,294.63129000000004,436.214,673.26048,879.34491,1128.07448,1356.19375,0,0
2023-02-14,0,10.85843,10.92217,21.61978,10.885865,11.033955,11.131095,11.057745,11.11047,11.097255,11.11145,44.44566,155.52558,366.104805,0,0,0,0
