date,59000,60000,61000,61500,62000,62500,63000,63500,64000,64500,65000,65500,66000,66500,67000,67500,68000,68500,69000,69500,70000,70500,71000,71500,72000,72500,73000,73500,74000,74500,75000,75500,76000,77000,78000,79000,80000,81000,82000,83000
2024-03-08,13.700720000000002,34.242775,34.111335,68.6273,194.526809,83.13111599999998,88.88339199999999,96.369042,110.204352,259.99429000000003,200.651406,282.9041,342.61655,444.99923,614.66526,717.74913,956.85464,1398.75436,1506.5787,1716.7935000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-09,13.703594,13.69903,34.174155,20.579187,20.555823,54.62024,13.710346,13.71146,20.569143,41.13625799999999,54.81012,75.431796,129.959202,232.017666,253.020356,375.754445,579.6194200000001,650.611015,1163.77138,1570.3187899999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-10,6.942659,13.947786,13.892986,48.825469,6.868627000000001,6.870412,6.869286000000001,6.913619000000001,20.78964,20.704386,20.603853,20.655177,34.456115,75.546691,116.335964,164.549976,335.151229,323.426552,448.78066999999993,895.3870899999998,1307.66854,1187.85307,1672.5792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
