date,50000,51000,52000,52500,53000,53500,54000,54500,55000,55500,56000,56500,57000,57500,58000,58500,59000,59500,60000,60500,61000,61500,62000,62500,63000
2024-07-03,0.0,0.0,0.0,0.0,12.048836000000001,0.0,24.167172,0.0,24.104844,0.0,66.114279,0.0,84.267246,226.593582,168.803488,387.98681999999997,507.93348000000003,451.947675,809.31204,1484.8670000000002,1203.3384,1593.68509,2220.77959,2958.7887450000003,0.0
2024-07-04,0.0,0.0,23.365344,0.0,57.91324,0.0,69.881256,0.0,122.15718899999999,342.08304,186.033568,459.13024,742.92088,942.8225400000001,752.74732,730.3850000000001,822.21454,1143.6438,1921.2167700000002,991.7674800000001,1900.38976,3319.65891,3813.88422,4308.757299999999,5858.114849999999
2024-07-05,5.6635420000000005,5.659765,5.643141000000001,5.658532,5.682788,5.670361000000001,5.6803420000000004,11.280348,28.25758,28.330265,62.328277,141.7416,340.64148,989.1677250000001,1525.44033,2681.82336,3262.007385,4280.0281749999995,4135.48038,6579.6039599999995,4149.30978,0.0,0.0,0.0,0.0
