date,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000
2021-07-12,16.918255000000002,32.930730000000004,49.68615,131.42964,280.01244,642.62991,1346.2673900000002,1734.74652,2360.0339,0
2021-07-13,0,0,16.27019,32.57574,147.15027,650.6282,978.98169,0,0,0
