date,21000,21250,21500,21750,22000,22250,22500,22750
2023-03-05,11.187555,11.193745000000002,22.40126,44.806400000000004,56.21385,134.62704,235.42554,392.90982500000007
2023-03-06,11.163620000000002,11.192185,11.222485,11.243590000000001,11.195555,33.61125,145.81047,413.881815
