date,44000,45000,46000,47000,48000,49000,50000,51000,52000
2021-09-04,25.141525,49.94708,50.549220000000005,124.900775,201.04472,375.75044999999994,628.249,1426.214385,0.0
2021-09-05,50.426680000000005,50.42388,50.44085,25.213494999999998,25.827415000000002,25.86026,25.868244999999998,155.29998,594.0164
