date,5500,5750,6000,6250,6500,6750,7000,7250,7500,7750,8000,9000
2019-12-19,28.838720000000002,0.0,53.6517,78.63481999999999,128.80998,182.53919999999997,272.01919999999996,389.954585,502.75190000000003,0.0,0.0,0.0
2019-12-20,17.96405,32.142195,43.14,57.594800000000006,82.6045,143.5564,216.1266,344.5104,482.12195,0.0,0.0,0.0
2019-12-21,14.30822,0.0,32.187374999999996,49.96817,74.9826,142.8144,210.659205,329.7878,0.0,0.0,0.0,0.0
2019-12-22,7.34365,7.41611,18.525175,26.17993,44.46012,74.1881,114.86275,189.047565,289.45644,459.82362,0.0,0.0
2019-12-23,7.30894,0.0,18.479225,29.140520000000002,44.371860000000005,73.3251,138.06293,215.89338999999998,297.276,447.06600000000003,460.56659999999994,0.0
2019-12-24,7.264850000000001,10.99431,14.52048,25.21631,39.72705,79.30736,147.706805,231.33088,363.529,605.3040000000001,735.665,0.0
2019-12-25,10.692495000000001,10.70097,18.09165,28.53616,39.574754999999996,72.44,119.28147000000001,237.5868,380.8035,0.0,862.1039999999999,0.0
2019-12-26,7.2,0.0,14.40642,28.64876,46.559174999999996,75.55674,147.371835,275.647295,363.88000000000005,589.80632,780.3831600000001,0.0
2019-12-27,3.59266,3.614735,10.754909999999999,21.64371,25.302130000000002,47.07222,94.14040999999999,202.49432,378.1239,648.80634,0.0,0.0
2019-12-28,0.0,3.64413,3.670035,3.651155,18.256075000000003,32.823899999999995,65.87109,142.36872,308.90487500000006,0.0,725.5102200000001,0.0
2019-12-29,0.0,3.7086550000000003,3.6969499999999997,3.69912,7.48103,18.7779,40.6758,96.1766,228.16465,378.55157999999994,0.0,0.0
2019-12-30,0.0,3.676235,3.6458000000000004,3.66335,7.2377,25.28239,50.681470000000004,137.18,289.716,0.0,644.042875,0.0
2019-12-31,0.0,3.5884250000000004,3.57863,7.19979,14.3541,21.4557,57.200720000000004,143.378,337.57797,0.0,856.9979999999999,1945.8870200000001
2020-01-01,0.0,0.0,0.0,3.608475,3.60933,14.33758,28.688119999999998,136.26400999999998,344.4024,0.0,0.0,0.0
2020-01-02,0.0,0.0,0.0,3.47089,3.47596,10.422045,79.88567,299.06284999999997,535.33711,639.8738999999999,0.0,0.0
