date,60000,61000,62000,63000,64000,65000,65500,66000,66500,67000,67500,68000,68500,69000,69500,70000,70500,71000,71500,72000,72500,73000,73500,74000,74500,75000,76000,77000,78000,79000,80000,81000,82000
2024-04-10,28.267008000000004,28.268892,49.290514,97.770078,77.58278000000001,377.14248,141.14074,251.743896,247.06472,303.469361,345.628997,731.1132150000001,530.376675,638.3423699999998,882.5842500000001,956.902005,1238.0403,1417.8504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-11,20.876436,21.201516,21.050706,41.860584,28.020232000000004,35.02754,56.0518,70.08235,91.284063,230.992575,231.137676,231.533973,336.606096,559.9265600000001,664.848,907.94132,1085.777945,1402.4782,2060.31776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-12,6.709895,20.14173,20.1765,20.106975,20.175678,53.80628000000001,120.64226399999998,140.78975400000002,147.900676,288.922289,737.07733,977.134265,1771.603705,2625.343405,2610.27858,3112.315215,3646.29525,4619.57326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
