date,24000,24500,25000,25500,25750,26000,26250,26500,26750,27000,27250,27500,27750,28000,28250,28500,29000,29500,30000,30500
2023-05-11,0,13.50978,27.02334,40.488225,0,94.24884,121.437405,186.430755,282.46113,390.55112,499.410275,806.4747,468.45557,0,0,0,0,0,0,0
2023-05-12,12.98043,13.371085,13.35945,13.37374,26.76944,40.09422,91.117382,106.99628,187.29767,321.54696,873.1357800000001,1311.1165,0,0,0,0,0,0,0,0
2023-05-13,0,0,0,13.437615,13.43005,13.423485,13.4153,13.44662,67.0599,174.92754499999998,455.75317,0,0,0,0,0,0,0,0,0
