date,17000,18000,19000,19500,20000,20500,21000,21500,22000,22500,23000,24000,25000
2022-06-27,10.354905,10.41046,31.072995,51.7886,103.88790000000002,248.58144,406.80861,981.412225,0,0,0,0,0
2022-06-28,0,0,10.14331,20.24507,60.79134,313.55663,739.883835,494.65761,0,0,0,0,0
