date,25500,26000,26500,27000,27500,28000,28250,28500,28750,29000,29250,29500,29750,30000,30250,30500,31000,31500,32000,32500,33000
2023-04-27,14.4997,14.50087,14.53008,14.71427,29.59759,59.22482,74.4522,103.440855,176.60922,293.34470000000005,296.1229,442.3356,589.6962000000001,581.09064,0,0,1950.51874,2417.25797,0,0,0
2023-04-28,0,0,0,0,14.536315,14.654940000000002,14.708025,14.683255,29.40172,73.49537500000001,132.057855,235.2844,559.96439,777.464155,0,0,0,0,0,0,0
2023-04-29,0,0,0,0,14.640395000000002,14.69719,14.641445,14.60964,14.62997,29.18774,87.74295000000001,263.5965,0,703.79376,0,0,0,0,0,0,0
