date,36500,37000,37500,38000,38500,39000,39500,39750,40000,40250,40500,40750,41000,41250,41500,41750,42000,42250,42500,42750,43000,43250,43500,43750,44000,44500,45000,45500,46000,46500,47000,47500,48000,48500,49000,50000
2023-12-13,41.17822,21.21233,21.466255,21.507165,25.695204,71.103248,47.065029,121.419346,51.619596,72.900505,68.89332800000001,72.972687,120.068956,166.84410599999998,399.81586,277.583475,236.16263,342.42472,260.24634,0,622.72309,521.22312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-14,0,8.45481,12.883388999999998,4.3031690000000005,29.631924,4.301893000000001,8.60975,17.172088000000002,55.379441,12.935016,21.54257,51.273216,43.00198,43.0846,94.30381400000002,90.172278,120.365812,181.219374,215.1143,279.871215,345.09744,622.169915,604.2171800000001,0,0,1631.2184,2471.47305,0,0,0,0,0,0,0,0,0
2023-12-15,0,0,4.203146,4.267417,4.20251,8.358228,4.194717,8.390788,8.398392,8.398838000000001,8.42777,8.424544000000001,8.445126,21.108805,50.31773999999999,42.1265,176.23044599999997,314.8944,503.83104,1002.696,802.1283199999999,1503.47988,854.8130000000001,1087.92843,1322.57966,0,0,0,0,0,0,0,0,0,0,0
