date,25000,25500,26000,26250,26500,26750,27000,27250,27500,27750,28000,28500,29000,29500,30000
2023-05-14,13.453295,40.377135,80.85114,148.022875,228.72998500000003,309.53676,457.04602000000006,434.12608,648.7154400000001,0,0,0,0,0,0
2023-05-15,13.68082,13.68755,27.21401,27.27039,81.5598,149.29392499999997,230.93633000000003,274.0924,450.027105,522.7186899999999,594.7013949999999,0,0,0,0
2023-05-16,0,13.559785,13.49988,13.54053,13.504025,27.00125,108.10552,256.649245,0,0,0,0,0,0,0
