date,37000,38000,39000,40000,41000,42000,43000
2022-01-07,20.712470000000003,41.555550000000004,83.01188,166.10139999999998,436.14133499999997,733.2111500000001,1426.49312
2022-01-08,20.443425,20.489314999999998,61.19841,20.934355,104.22005,397.30595999999997,968.9239899999999
