date,57000,58000,59000,60000,61000,61500,62000,62500,63000,63500,64000,64500,65000,65500,66000,66500,67000,67500,68000,68500,69000,69500,70000,70500,71000,71500,72000,73000,74000,75000,76000,77000,78000,79000
2024-03-21,0,52.394168,98.19774,150.449647,235.345248,0,294.81363,327.84085,490.80555,873.56664,910.53522,1010.488555,984.4926,1150.3632,1486.318139,1299.788685,1776.4862400000002,1453.071265,1690.19225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-22,31.8232,19.036218,31.73072,69.537886,95.377515,235.775174,409.128005,317.29145,444.48131,667.6769400000001,733.78993,1648.6690999999998,1593.5205,1111.56557,3080.278482,2143.63217,0,1885.89459,0,0,5607.555585,0,6534.29116,0,0,0,0,0,0,0,0,0,0,0
2024-03-23,6.524227,12.883776,12.796286,12.930172,6.496378,12.86373,19.295628,38.598714,38.65713,211.130073,352.37235,640.2277,803.323625,747.2067499999999,527.10792,0,0,0,0,3846.266235,4092.26013,0,0,0,0,0,0,0,0,0,0,0,0,0
