date,19500,20000,20500,20750,21000,21250,21500,21750,22000,22250,22500,22750,23000,24000
2023-02-10,10.76019,10.792205,21.65399,21.59864,38.89035,43.292260000000006,86.63947999999999,184.04812,538.11775,544.619,0,0,0,0
2023-02-11,0,0,10.824535,10.8493,10.84485,10.84641,10.915425,43.59266,153.25247,521.77632,0,0,0,2762.786025
