date,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,31500,32000,32500,33000,33500,34000,34500,35000,35500,36000,36500,37000,37500,38000,38500,39000,39500,40000,40500,41000,41500,42000,42500,43000,43500,44000,44500,45000,45500,46000,46500,47000,47500,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000,64000,65000,66000,67000,68000,69000,70000
2023-11-30,0,3.773789,0,0,0,0,0,0,41.659046,56.32032,68.205978,86.843032,105.703276,0,166.03818,225.18264,263.83399000000003,283.479975,321.370295,471.159625,509.352165,642.15817,773.55561,943.33325,1150.44597,1397.9598999999998,1659.4815599999995,1888.6355,2458.24382,2798.0412,2918.2430200000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-01,0,0,0,11.458713,0,19.052995,0,15.545848,11.654592,19.41828,31.073032,42.726882,62.198144,81.58218600000001,89.440399,116.51415,136.13166,189.727461,233.03832,310.37640000000005,367.591955,446.17861,541.40268,659.5741600000001,814.38378,951.6437,1198.78147,1378.9151399999998,1631.4022200000002,1942.4080000000004,2213.94783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-02,0,0,0,0,7.900204,0,0,0,0,30.967416,42.631061,54.320168,59.069355,74.595843,90.954489,111.048028,128.083164,170.5693,213.210965,217.02175,256.170655,335.39725000000004,433.34346,512.95439,631.5819200000001,807.7010250000001,965.476155,1088.545975,1427.77415,1617.68288,1870.575175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-03,0,0,0,0,11.880495,11.839955999999995,19.7976,19.79631,0,31.614416,39.50529,40.0719,60.15243,0,87.029734,0,110.973604,0,185.608311,198.18645,257.97401499999995,0,358.21845,439.17236,538.07031,657.5868750000001,818.1252750000001,976.53962,1177.256205,1342.353375,1524.14162,1843.08982,2106.327825,2500.0825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-04,0,8.284828000000001,8.287132000000001,0,0,0,0,20.708215,0,0,0,0,0,57.9579,73.161,74.398644,83.80532000000001,92.79105,108.60681,120.997077,146.48613,158.507994,227.401185,268.48068,350.45466,313.95945,338.53968,600.1996600000001,585.71996,712.3975800000001,761.21316,1083.8588799999998,1139.09652,1466.3502,1541.34463,2280.23345,2591.174375,2884.42514,2955.429795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-05,4.232713,0,0,0,13.159695,0,30.652167,0,0,0,0,47.767566,0,52.00370399999999,78.221574,0,57.458765,95.605114,104.411496,113.01277,105.616776,118.07980200000002,140.941952,161.59065500000003,137.069383,208.471872,194.496588,264.40986,330.040575,374.256105,439.8936,508.69905,660.0332999999999,791.42076,983.876175,1038.747705,1279.0945900000002,1717.56428,1637.43944,2100.57792,2354.137495,2740.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-06,0,8.736742,0,0,0,0,0,0,0,39.467664,30.74246,48.177932000000006,43.66404,66.27768,0,70.38152,74.60824,79.02954,70.351376,101.112577,92.189349,122.606512,127.41561799999998,136.525085,157.604436,193.27853600000003,218.9533,242.32868,264.60462,374.12954,460.7889300000001,525.6488400000001,594.6804,705.19184,919.88547,1013.65485,1231.48368,1531.90695,1775.090295,2292.27285,2619.7404,2645.1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-07,0,0,0,0,0,0,17.466132,0,0,26.181125999999995,0,43.303900000000006,0,35.06244,0,0,64.695135,65.38711500000001,60.51738,95.006978,0,0,103.743408,0,139.773696,190.011184,207.23256,238.429015,281.859305,346.612,431.9793,561.83751,648.3218999999999,758.9373750000001,951.06264,1145.59818,1361.46591,1580.16457,1942.4628,2026.390485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-08,0,0,4.396008,0,0,13.165209,17.30238,17.290508,0,21.58546,21.586515,0,0,31.080196,38.854836,60.860506,43.310660000000006,0,57.760352,65.08998,57.043545,80.18585999999999,80.041302,80.43600599999999,110.770275,0,155.878905,178.27292000000003,205.07352,244.56124,309.37417,334.21590000000003,441.7646,443.4623,600.37146,625.33394,930.06963,1149.55178,1370.87921,1615.064045,2085.2481,2414.4978,0,3100.92981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
