date,18500,19000,19500,20000,20200,20300,20400,20500,20600,20700,20800,20900,21000,21200,21300,21400,21500,21600,21700,21800,22000,22100,22200,22300,22400,22500,22600,22700,22800,23000,23200,23400,23500,23600,23800,24000,24100,24200,24300,24400,24500,24600,24800,25000,25500,26000,26500
2023-03-12,10.95199,22.09542,43.91338,55.169025000000005,87.83972,139.20627499999998,138.948875,88.87436,99.08208,120.88098,110.57985,142.497875,132.93312,177.12832,177.64056,210.727005,243.21429,275.811125,382.388475,436.3202,430.95312,0,499.1841,0,610.7849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-13,12.115595,11.04758,12.111335,12.12044,12.096745,12.15038,12.14058,12.1295,12.136625,12.16411,23.4751,12.088905,12.08642,24.00577,24.00344,12.128375,12.12832,12.129195,12.11302,36.20124,12.152445,24.16647,12.10314,12.1238,24.18406,12.110985,12.120395,24.133740000000003,24.27988,36.15222,60.370675000000006,72.35373,72.78135,84.989415,144.55536,240.8481,276.659525,218.48697,279.499795,435.7130399999999,412.53424000000007,844.2714000000001,0,0,0,0,0
