date,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,20000,22000,24000,28000,32000,36000,40000,42000,44000,46000,48000,49000,50000,51000,52000,53000,54000,55000,56000,58000,60000,62000,64000,66000,68000,70000,72000,74000,76000,80000,88000,100000,120000
2020-06-25,295.26496000000003,484.358175,751.955675,1039.60304,1540.84721,2063.28297,2632.62604,3367.5995,3985.21296,0,5673.57795,0,7347.19027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-26,287.62146,467.6087999999999,722.26594,1122.74154,1571.5880799999998,2043.344325,2728.917,3414.1639,4144.22645,4875.3746,5689.1386,0,7400.7513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-27,271.3518,483.65262,0,0,1607.6394,2209.2825,2781.2766,3490.9134,4234.928999999999,0,0,0,0,0,9320.06115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-28,294.23225,465.5606399999999,719.64513,1109.812,1566.074545,2095.713675,2714.2176600000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-29,277.28587,476.617575,730.456,0,1579.42725,2131.23104,2745.3811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-30,288.099,452.09241,711.123725,1076.108475,0,2133.8396300000004,0,3460.063075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-01,0,430.24975,676.1997299999999,1025.78697,1463.979825,2056.120265,0,3422.4675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-02,0,448.8015,693.09151,1106.049945,1510.31328,2034.40662,0,3473.4497200000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-03,245.34198,422.014005,692.0780400000001,1057.411085,0,0,0,3293.14296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
