model_id,variables,variable,coefficient,p_value
model_0127,Skewness + T-1 Return + T-2 Return + T-3 Return,T-2 Return,0.05149643072941723,0.07041787496029382
model_0127,Skewness + T-1 Return + T-2 Return + T-3 Return,T-3 Return,0.001935985356701221,0.9468488778838532
model_0128,Skewness + T-1 Return + T-2 Return + T-4 Return,const,0.0023579058211480467,0.007866506659738565
model_0128,Skewness + T-1 Return + T-2 Return + T-4 Return,Skewness,0.004831084363824949,6.541616883971173e-09
model_0128,Skewness + T-1 Return + T-2 Return + T-4 Return,T-1 Return,-0.031021779524893163,0.29141191287913626
model_0128,Skewness + T-1 Return + T-2 Return + T-4 Return,T-2 Return,0.05187525720638738,0.06824433482444402
model_0128,Skewness + T-1 Return + T-2 Return + T-4 Return,T-4 Return,-0.023569223803407154,0.42609293317343666
model_0129,Skewness + T-1 Return + T-3 Return + T-4 Return,const,0.0024726018095419466,0.005393246148804089
model_0129,Skewness + T-1 Return + T-3 Return + T-4 Return,Skewness,0.00479177505380185,9.450691837099303e-09
model_0129,Skewness + T-1 Return + T-3 Return + T-4 Return,T-1 Return,-0.033062726703145084,0.2612194533875059
model_0129,Skewness + T-1 Return + T-3 Return + T-4 Return,T-3 Return,0.0001244326278210489,0.9965840961415184
model_0129,Skewness + T-1 Return + T-3 Return + T-4 Return,T-4 Return,-0.022534121998480327,0.4472841566731146
model_0130,Skewness + T-2 Return + T-3 Return + T-4 Return,const,0.0022897119081275825,0.009909870827219128
model_0130,Skewness + T-2 Return + T-3 Return + T-4 Return,Skewness,0.004842554090149513,6.4495223810766005e-09
model_0130,Skewness + T-2 Return + T-3 Return + T-4 Return,T-2 Return,0.053048871427118116,0.06228118348163246
model_0130,Skewness + T-2 Return + T-3 Return + T-4 Return,T-3 Return,0.001177462445999174,0.9676647150841766
model_0130,Skewness + T-2 Return + T-3 Return + T-4 Return,T-4 Return,-0.023984127525330377,0.4182118561899416
model_0131,Skewness + Mean + Std + Median + Fear and Greed Index,const,0.0030103805056685713,0.20954562128110216
model_0131,Skewness + Mean + Std + Median + Fear and Greed Index,Skewness,0.005595503007752594,3.4326139381516564e-10
model_0131,Skewness + Mean + Std + Median + Fear and Greed Index,Mean,1.520467040150289e-06,0.0015064496161384328
model_0131,Skewness + Mean + Std + Median + Fear and Greed Index,Std,-9.081871589602942e-07,0.07668563445658766
model_0131,Skewness + Mean + Std + Median + Fear and Greed Index,Median,-1.4795632672071216e-06,0.0017162729453924803
model_0131,Skewness + Mean + Std + Median + Fear and Greed Index,Fear and Greed Index,2.0943534386696453e-07,0.996315027249425
model_0132,Skewness + Mean + Std + Median + VIX,const,-0.001424569942393778,0.7211618581251453
model_0132,Skewness + Mean + Std + Median + VIX,Skewness,0.005585246714721418,2.9151729889901595e-10
model_0132,Skewness + Mean + Std + Median + VIX,Mean,1.5274715868795144e-06,0.001382723707271473
model_0132,Skewness + Mean + Std + Median + VIX,Std,-9.149296757022273e-07,0.07434609556949887
model_0132,Skewness + Mean + Std + Median + VIX,Median,-1.4700205260584131e-06,0.0018120205947195992
model_0132,Skewness + Mean + Std + Median + VIX,VIX,0.0001811463032089444,0.21452301612004526
model_0133,Skewness + Mean + Std + Median + T-1 Return,const,0.003020136851479608,0.0881511272228908
model_0133,Skewness + Mean + Std + Median + T-1 Return,Skewness,0.005569885150513849,3.701601648281618e-10
model_0133,Skewness + Mean + Std + Median + T-1 Return,Mean,1.4772702815277971e-06,0.002562969174608868
model_0133,Skewness + Mean + Std + Median + T-1 Return,Std,-8.8530519549524e-07,0.08629295794302798
model_0133,Skewness + Mean + Std + Median + T-1 Return,Median,-1.4372713235806873e-06,0.00292891753276024
model_0133,Skewness + Mean + Std + Median + T-1 Return,T-1 Return,-0.012073423973456277,0.6882401356016871
model_0134,Skewness + Mean + Std + Median + T-2 Return,const,0.002889167907984404,0.10269981762177258
model_0134,Skewness + Mean + Std + Median + T-2 Return,Skewness,0.005619459485764027,2.2298519784901734e-10
model_0134,Skewness + Mean + Std + Median + T-2 Return,Mean,1.4891253722637207e-06,0.0018198491107970646
model_0134,Skewness + Mean + Std + Median + T-2 Return,Std,-8.981351493246689e-07,0.07963043939686407
model_0134,Skewness + Mean + Std + Median + T-2 Return,Median,-1.4485064842625495e-06,0.0021117721605599378
model_0134,Skewness + Mean + Std + Median + T-2 Return,T-2 Return,0.04922635803828754,0.08249973993719376
model_0135,Skewness + Mean + Std + Median + T-3 Return,const,0.003017410572624511,0.08848511234192151
model_0135,Skewness + Mean + Std + Median + T-3 Return,Skewness,0.005594950298966544,2.97756919721035e-10
model_0135,Skewness + Mean + Std + Median + T-3 Return,Mean,1.520687014464506e-06,0.0014617079209309006
model_0135,Skewness + Mean + Std + Median + T-3 Return,Std,-9.082854146474943e-07,0.07665556306675711
model_0135,Skewness + Mean + Std + Median + T-3 Return,Median,-1.4797249932871238e-06,0.001699677545439878
model_0135,Skewness + Mean + Std + Median + T-3 Return,T-3 Return,0.0005551080361787901,0.9847123113163192
model_0136,Skewness + Mean + Std + Median + T-4 Return,const,0.0030577418558786675,0.08430830741024437
model_0136,Skewness + Mean + Std + Median + T-4 Return,Skewness,0.005594204177810257,2.767725205140478e-10
model_0136,Skewness + Mean + Std + Median + T-4 Return,Mean,1.5273606376472164e-06,0.0013903715581666221
model_0136,Skewness + Mean + Std + Median + T-4 Return,Std,-9.128086962637674e-07,0.07512216346058513
model_0136,Skewness + Mean + Std + Median + T-4 Return,Median,-1.4860408426192522e-06,0.0016204888982973627
model_0136,Skewness + Mean + Std + Median + T-4 Return,T-4 Return,-0.024770382424660058,0.4017811195453974
model_0137,Skewness + Mean + Std + Fear and Greed Index + VIX,const,-0.004885593106485463,0.3445968443480334
model_0137,Skewness + Mean + Std + Fear and Greed Index + VIX,Skewness,0.0049122773940199664,1.7051714533674598e-08
model_0137,Skewness + Mean + Std + Fear and Greed Index + VIX,Mean,3.4731318080130525e-08,0.37047118137833657
model_0137,Skewness + Mean + Std + Fear and Greed Index + VIX,Std,-4.955917267366165e-07,0.31794274512132636
model_0137,Skewness + Mean + Std + Fear and Greed Index + VIX,Fear and Greed Index,3.4418510714754485e-05,0.48645272414951346
model_0137,Skewness + Mean + Std + Fear and Greed Index + VIX,VIX,0.0002323188554458175,0.14493199724742842
model_0138,Skewness + Mean + Std + Fear and Greed Index + T-1 Return,const,0.00179169414713721,0.4508992533664111
model_0138,Skewness + Mean + Std + Fear and Greed Index + T-1 Return,Skewness,0.004945207243070989,1.3577637471210718e-08
model_0138,Skewness + Mean + Std + Fear and Greed Index + T-1 Return,Mean,2.0697589108100015e-08,0.5860674008577438
model_0138,Skewness + Mean + Std + Fear and Greed Index + T-1 Return,Std,-4.540504585576499e-07,0.360955509303703
model_0138,Skewness + Mean + Std + Fear and Greed Index + T-1 Return,Fear and Greed Index,8.810260536924532e-06,0.8466212516334541
model_0138,Skewness + Mean + Std + Fear and Greed Index + T-1 Return,T-1 Return,-0.03203859442717668,0.2778008469823647
model_0139,Skewness + Mean + Std + Fear and Greed Index + T-2 Return,const,0.002266103435433802,0.34246794674789927
model_0139,Skewness + Mean + Std + Fear and Greed Index + T-2 Return,Skewness,0.005042446385070766,6.984031649292243e-09
model_0139,Skewness + Mean + Std + Fear and Greed Index + T-2 Return,Mean,2.8453357072349512e-08,0.4543298688397589
model_0139,Skewness + Mean + Std + Fear and Greed Index + T-2 Return,Std,-4.805006915612049e-07,0.33254821823596203
model_0139,Skewness + Mean + Std + Fear and Greed Index + T-2 Return,Fear and Greed Index,-1.0225810630335167e-05,0.8250803077791634
model_0139,Skewness + Mean + Std + Fear and Greed Index + T-2 Return,T-2 Return,0.053763128229827845,0.06345571082291
model_0140,Skewness + Mean + Std + Fear and Greed Index + T-3 Return,const,0.0018032121006851427,0.449864625095586
model_0140,Skewness + Mean + Std + Fear and Greed Index + T-3 Return,Skewness,0.0049739213395662,1.167327430829701e-08
model_0140,Skewness + Mean + Std + Fear and Greed Index + T-3 Return,Mean,2.29749491592048e-08,0.5454001926267196
model_0140,Skewness + Mean + Std + Fear and Greed Index + T-3 Return,Std,-4.822507286733207e-07,0.3314981875334816
model_0140,Skewness + Mean + Std + Fear and Greed Index + T-3 Return,Fear and Greed Index,6.1934288921581775e-06,0.892797697370656
model_0140,Skewness + Mean + Std + Fear and Greed Index + T-3 Return,T-3 Return,-0.0007399351392924089,0.9799094527610065
model_0141,Skewness + Mean + Std + Fear and Greed Index + T-4 Return,const,0.0016587048664424356,0.48659370368705535
model_0141,Skewness + Mean + Std + Fear and Greed Index + T-4 Return,Skewness,0.004959054078367607,1.2377939104163043e-08
model_0141,Skewness + Mean + Std + Fear and Greed Index + T-4 Return,Mean,2.1529347447633383e-08,0.5710294411004597
model_0141,Skewness + Mean + Std + Fear and Greed Index + T-4 Return,Std,-4.852334269015227e-07,0.3283883511837279
model_0141,Skewness + Mean + Std + Fear and Greed Index + T-4 Return,Fear and Greed Index,1.1243035916119187e-05,0.8066529143293697
model_0141,Skewness + Mean + Std + Fear and Greed Index + T-4 Return,T-4 Return,-0.024285373570912608,0.4175503957146225
model_0142,Skewness + Mean + Std + VIX + T-1 Return,const,-0.0024666935338169852,0.5364605126357249
model_0142,Skewness + Mean + Std + VIX + T-1 Return,Skewness,0.004955047930743498,1.0621114669509265e-08
model_0142,Skewness + Mean + Std + VIX + T-1 Return,Mean,4.0768944816759435e-08,0.2736554875634713
model_0142,Skewness + Mean + Std + VIX + T-1 Return,Std,-4.642347599787818e-07,0.35003097075458445
model_0142,Skewness + Mean + Std + VIX + T-1 Return,VIX,0.00018654381238279684,0.20279706232821346
model_0142,Skewness + Mean + Std + VIX + T-1 Return,T-1 Return,-0.03120367552516386,0.2894703664343353
model_0143,Skewness + Mean + Std + VIX + T-2 Return,const,-0.0027004985327623208,0.49798019404272964
model_0143,Skewness + Mean + Std + VIX + T-2 Return,Skewness,0.005015808370732968,6.827830783881663e-09
model_0143,Skewness + Mean + Std + VIX + T-2 Return,Mean,4.223694957928899e-08,0.25594325100080895
model_0143,Skewness + Mean + Std + VIX + T-2 Return,Std,-4.90786282039888e-07,0.32203537307625485
model_0143,Skewness + Mean + Std + VIX + T-2 Return,VIX,0.00018814966131719028,0.19846676641825725
model_0143,Skewness + Mean + Std + VIX + T-2 Return,T-2 Return,0.052482712029421494,0.06484096431340985
model_0144,Skewness + Mean + Std + VIX + T-3 Return,const,-0.0025984060290156104,0.5149267447209503
model_0144,Skewness + Mean + Std + VIX + T-3 Return,Skewness,0.004977826748967705,9.758020457824369e-09
model_0144,Skewness + Mean + Std + VIX + T-3 Return,Mean,4.232035213509912e-08,0.2558058443162416
model_0144,Skewness + Mean + Std + VIX + T-3 Return,Std,-4.919360516501522e-07,0.32160540987207314
model_0144,Skewness + Mean + Std + VIX + T-3 Return,VIX,0.00018868775525617131,0.19784213995376448
model_0144,Skewness + Mean + Std + VIX + T-3 Return,T-3 Return,-0.00047867194454187235,0.9868624443641755
model_0145,Skewness + Mean + Std + VIX + T-4 Return,const,-0.0025199247556308237,0.5277359492127116
model_0145,Skewness + Mean + Std + VIX + T-4 Return,Skewness,0.0049730475426805806,9.398175465114896e-09
model_0145,Skewness + Mean + Std + VIX + T-4 Return,Mean,4.2386898173166895e-08,0.25482590475652867
model_0145,Skewness + Mean + Std + VIX + T-4 Return,Std,-4.944128897864116e-07,0.31905838112570345
model_0145,Skewness + Mean + Std + VIX + T-4 Return,VIX,0.00018679293632875574,0.20231852360650635
model_0145,Skewness + Mean + Std + VIX + T-4 Return,T-4 Return,-0.022624968264479968,0.4453641723092895
model_0146,Skewness + Mean + Std + T-1 Return + T-2 Return,const,0.001984967494530811,0.256364001939848
model_0146,Skewness + Mean + Std + T-1 Return + T-2 Return,Skewness,0.0050010746462274686,7.68981216629134e-09
model_0146,Skewness + Mean + Std + T-1 Return + T-2 Return,Mean,2.3738040684458635e-08,0.4940492193643432
model_0146,Skewness + Mean + Std + T-1 Return + T-2 Return,Std,-4.5463023354688607e-07,0.35968987981821643
model_0146,Skewness + Mean + Std + T-1 Return + T-2 Return,T-1 Return,-0.0297049865329065,0.31321217009446317
model_0146,Skewness + Mean + Std + T-1 Return + T-2 Return,T-2 Return,0.05147008189999564,0.07044964618200591
model_0147,Skewness + Mean + Std + T-1 Return + T-3 Return,const,0.0021024760414335535,0.22965767184925723
model_0147,Skewness + Mean + Std + T-1 Return + T-3 Return,Skewness,0.004961026331176279,1.1104488463732706e-08
model_0147,Skewness + Mean + Std + T-1 Return + T-3 Return,Mean,2.3665340909422208e-08,0.49606477708062036
model_0147,Skewness + Mean + Std + T-1 Return + T-3 Return,Std,-4.540262752033068e-07,0.36099573903978677
model_0147,Skewness + Mean + Std + T-1 Return + T-3 Return,T-1 Return,-0.031722350740140154,0.28187285355595537
model_0147,Skewness + Mean + Std + T-1 Return + T-3 Return,T-3 Return,0.00030351925753787214,0.9916719198238292
model_0148,Skewness + Mean + Std + T-1 Return + T-4 Return,const,0.00213474408610007,0.22256113452245926
model_0148,Skewness + Mean + Std + T-1 Return + T-4 Return,Skewness,0.004957775866197879,1.0579212456308734e-08
model_0148,Skewness + Mean + Std + T-1 Return + T-4 Return,Mean,2.3940665215004615e-08,0.4908807072655701
model_0148,Skewness + Mean + Std + T-1 Return + T-4 Return,Std,-4.568187835391107e-07,0.35793687745252467
model_0148,Skewness + Mean + Std + T-1 Return + T-4 Return,T-1 Return,-0.03140894840258522,0.2865187141786641
model_0148,Skewness + Mean + Std + T-1 Return + T-4 Return,T-4 Return,-0.022829376424539357,0.44133649332957303
model_0149,Skewness + Mean + Std + T-2 Return + T-3 Return,const,0.0019054790327132603,0.27568282388798837
model_0149,Skewness + Mean + Std + T-2 Return + T-3 Return,Skewness,0.005020349133675253,7.206586173465047e-09
model_0149,Skewness + Mean + Std + T-2 Return + T-3 Return,Mean,2.4981727884273003e-08,0.4716974993199642
model_0149,Skewness + Mean + Std + T-2 Return + T-3 Return,Std,-4.810662074136397e-07,0.3319951794029645
model_0149,Skewness + Mean + Std + T-2 Return + T-3 Return,T-2 Return,0.052592032520037066,0.06458252830465691
model_0149,Skewness + Mean + Std + T-2 Return + T-3 Return,T-3 Return,0.0013786810654322205,0.9621602319117213
model_0150,Skewness + Mean + Std + T-2 Return + T-4 Return,const,0.0019407311145554851,0.2668420948502561
model_0150,Skewness + Mean + Std + T-2 Return + T-4 Return,Skewness,0.005018856388920944,6.781658860832993e-09
model_0150,Skewness + Mean + Std + T-2 Return + T-4 Return,Mean,2.528654807229316e-08,0.46610427702047363
model_0150,Skewness + Mean + Std + T-2 Return + T-4 Return,Std,-4.836193253914656e-07,0.3293016043756817
model_0150,Skewness + Mean + Std + T-2 Return + T-4 Return,T-2 Return,0.052986541624691554,0.062467110538952486
model_0150,Skewness + Mean + Std + T-2 Return + T-4 Return,T-4 Return,-0.024286978949566128,0.4123178515428171
model_0151,Skewness + Mean + Std + T-3 Return + T-4 Return,const,0.002055660491059333,0.24001045813075464
model_0151,Skewness + Mean + Std + T-3 Return + T-4 Return,Skewness,0.004980749188993896,9.708715501379547e-09
model_0151,Skewness + Mean + Std + T-3 Return + T-4 Return,Mean,2.5310210327508727e-08,0.4664367235266921
model_0151,Skewness + Mean + Std + T-3 Return + T-4 Return,Std,-4.84635448285052e-07,0.32900110790939185
model_0151,Skewness + Mean + Std + T-3 Return + T-4 Return,T-3 Return,-0.0005050088427289136,0.9861467103522927
model_0151,Skewness + Mean + Std + T-3 Return + T-4 Return,T-4 Return,-0.02326663838915762,0.4328636733526777
model_0152,Skewness + Mean + Median + Fear and Greed Index + VIX,const,-0.003768110292960313,0.4664477663941695
model_0152,Skewness + Mean + Median + Fear and Greed Index + VIX,Skewness,0.005291452399464869,2.001900799033742e-09
model_0152,Skewness + Mean + Median + Fear and Greed Index + VIX,Mean,1.2634009942419067e-06,0.005914134318260982
model_0152,Skewness + Mean + Median + Fear and Greed Index + VIX,Median,-1.235280079575412e-06,0.0066857880222849705
model_0152,Skewness + Mean + Median + Fear and Greed Index + VIX,Fear and Greed Index,2.6868768609979168e-05,0.5864019597033765
model_0152,Skewness + Mean + Median + Fear and Greed Index + VIX,VIX,0.00021253849218676792,0.18140985654702863
model_0153,Skewness + Mean + Median + Fear and Greed Index + T-1 Return,const,0.0023407901583402937,0.32445886115736755
model_0153,Skewness + Mean + Median + Fear and Greed Index + T-1 Return,Skewness,0.005324500041781548,1.6553071903045717e-09
model_0153,Skewness + Mean + Median + Fear and Greed Index + T-1 Return,Mean,1.2203259046915896e-06,0.009237142559892428
model_0153,Skewness + Mean + Median + Fear and Greed Index + T-1 Return,Median,-1.2037064838665163e-06,0.009590560514231137
model_0153,Skewness + Mean + Median + Fear and Greed Index + T-1 Return,Fear and Greed Index,2.586762523518359e-06,0.9546605829680683
model_0153,Skewness + Mean + Median + Fear and Greed Index + T-1 Return,T-1 Return,-0.017899193246006567,0.5508551806408792
model_0154,Skewness + Mean + Median + Fear and Greed Index + T-2 Return,const,0.00280191660705594,0.23988968816656364
model_0154,Skewness + Mean + Median + Fear and Greed Index + T-2 Return,Skewness,0.0054159170223754384,7.96608811708728e-10
model_0154,Skewness + Mean + Median + Fear and Greed Index + T-2 Return,Mean,1.2581851034391895e-06,0.006093261099484138
model_0154,Skewness + Mean + Median + Fear and Greed Index + T-2 Return,Median,-1.2352364307942034e-06,0.006637844118561618
model_0154,Skewness + Mean + Median + Fear and Greed Index + T-2 Return,Fear and Greed Index,-1.4673866619034401e-05,0.750616853778551
model_0154,Skewness + Mean + Median + Fear and Greed Index + T-2 Return,T-2 Return,0.05151425368491669,0.07466796601102929
model_0155,Skewness + Mean + Median + Fear and Greed Index + T-3 Return,const,0.002378444502179079,0.3184397042688385
model_0155,Skewness + Mean + Median + Fear and Greed Index + T-3 Return,Skewness,0.005357714690360876,1.274126554420291e-09
model_0155,Skewness + Mean + Median + Fear and Greed Index + T-3 Return,Mean,1.2768500116732735e-06,0.005436084159113316
model_0155,Skewness + Mean + Median + Fear and Greed Index + T-3 Return,Median,-1.2590329084418398e-06,0.005711077973819805
model_0155,Skewness + Mean + Median + Fear and Greed Index + T-3 Return,Fear and Greed Index,7.920375876287579e-07,0.9862228481019734
model_0155,Skewness + Mean + Median + Fear and Greed Index + T-3 Return,T-3 Return,6.2038335838619e-05,0.9983107156223818
model_0156,Skewness + Mean + Median + Fear and Greed Index + T-4 Return,const,0.002225909976012994,0.3499611036452801
model_0156,Skewness + Mean + Median + Fear and Greed Index + T-4 Return,Skewness,0.005344351411739883,1.3400692187862092e-09
model_0156,Skewness + Mean + Median + Fear and Greed Index + T-4 Return,Mean,1.278397691196345e-06,0.005362137719941507
model_0156,Skewness + Mean + Median + Fear and Greed Index + T-4 Return,Median,-1.2621502581112984e-06,0.0055773718535229826
model_0156,Skewness + Mean + Median + Fear and Greed Index + T-4 Return,Fear and Greed Index,6.107435383819215e-06,0.8940117750339928
model_0156,Skewness + Mean + Median + Fear and Greed Index + T-4 Return,T-4 Return,-0.024762020937893536,0.4071508465986645
model_0157,Skewness + Mean + Median + VIX + T-1 Return,const,-0.001928005807487088,0.6285342029262916
model_0157,Skewness + Mean + Median + VIX + T-1 Return,Skewness,0.00531818843191582,1.3706541362171058e-09
model_0157,Skewness + Mean + Median + VIX + T-1 Return,Mean,1.228558260591822e-06,0.008496810384388532
model_0157,Skewness + Mean + Median + VIX + T-1 Return,Median,-1.1950595263076455e-06,0.00998268723462693
model_0157,Skewness + Mean + Median + VIX + T-1 Return,VIX,0.0001776167953061352,0.22413003980885807
model_0157,Skewness + Mean + Median + VIX + T-1 Return,T-1 Return,-0.017456037723239386,0.559686661740242
model_0158,Skewness + Mean + Median + VIX + T-2 Return,const,-0.0020884569659244843,0.5998087628350116
model_0158,Skewness + Mean + Median + VIX + T-2 Return,Skewness,0.0053736158934104775,8.414306094706967e-10
model_0158,Skewness + Mean + Median + VIX + T-2 Return,Mean,1.2532814949585037e-06,0.006146714495834987
model_0158,Skewness + Mean + Median + VIX + T-2 Return,Median,-1.2192665464160085e-06,0.00731660294112607
model_0158,Skewness + Mean + Median + VIX + T-2 Return,VIX,0.0001780921238524163,0.22234311375879598
model_0158,Skewness + Mean + Median + VIX + T-2 Return,T-2 Return,0.04974821598353197,0.07948338057734004
model_0159,Skewness + Mean + Median + VIX + T-3 Return,const,-0.0019726432406071185,0.6205924343657264
model_0159,Skewness + Mean + Median + VIX + T-3 Return,Skewness,0.00534743750034289,1.1293218476552264e-09
model_0159,Skewness + Mean + Median + VIX + T-3 Return,Mean,1.2823902368135298e-06,0.005086763678651855
model_0159,Skewness + Mean + Median + VIX + T-3 Return,Median,-1.248239878990725e-06,0.00607257687273152
model_0159,Skewness + Mean + Median + VIX + T-3 Return,VIX,0.00017839877090634375,0.22216058876311676
model_0159,Skewness + Mean + Median + VIX + T-3 Return,T-3 Return,-0.00015539253203393955,0.9957231991343181
model_0160,Skewness + Mean + Median + VIX + T-4 Return,const,-0.0018884681122518774,0.6356059762529503
model_0160,Skewness + Mean + Median + VIX + T-4 Return,Skewness,0.005344517069296419,1.068035893805225e-09
model_0160,Skewness + Mean + Median + VIX + T-4 Return,Mean,1.287584409038115e-06,0.00490374352097453
model_0160,Skewness + Mean + Median + VIX + T-4 Return,Median,-1.2534011872417651e-06,0.005857410805965842
model_0160,Skewness + Mean + Median + VIX + T-4 Return,VIX,0.00017639170899637333,0.22733110496225079
model_0160,Skewness + Mean + Median + VIX + T-4 Return,T-4 Return,-0.023594183563355655,0.424872091346159
model_0161,Skewness + Mean + Median + T-1 Return + T-2 Return,const,0.0023082868669878336,0.1843097105629029
model_0161,Skewness + Mean + Median + T-1 Return + T-2 Return,Skewness,0.005358725569578837,1.0119781214139209e-09
model_0161,Skewness + Mean + Median + T-1 Return + T-2 Return,Mean,1.1987419492173974e-06,0.010209274931680189
model_0161,Skewness + Mean + Median + T-1 Return + T-2 Return,Median,-1.1812918895097456e-06,0.010841662449787737
model_0161,Skewness + Mean + Median + T-1 Return + T-2 Return,T-1 Return,-0.016164046958844845,0.5890261921441147
model_0161,Skewness + Mean + Median + T-1 Return + T-2 Return,T-2 Return,0.049310092681619316,0.08246691068948232
model_0162,Skewness + Mean + Median + T-1 Return + T-3 Return,const,0.002432442005262356,0.16204685965275406
model_0162,Skewness + Mean + Median + T-1 Return + T-3 Return,Skewness,0.005329115112931902,1.387678801071819e-09
model_0162,Skewness + Mean + Median + T-1 Return + T-3 Return,Mean,1.2226001161413088e-06,0.008858741838284048
model_0162,Skewness + Mean + Median + T-1 Return + T-3 Return,Median,-1.205111899526304e-06,0.009408867094377573
model_0162,Skewness + Mean + Median + T-1 Return + T-3 Return,T-1 Return,-0.017793236506770272,0.5524032282653161
model_0162,Skewness + Mean + Median + T-1 Return + T-3 Return,T-3 Return,0.00039010138227418974,0.989269644527407
model_0163,Skewness + Mean + Median + T-1 Return + T-4 Return,const,0.002467742332760973,0.15601646830691215
model_0163,Skewness + Mean + Median + T-1 Return + T-4 Return,Skewness,0.005327660591898905,1.2969140442447253e-09
model_0163,Skewness + Mean + Median + T-1 Return + T-4 Return,Mean,1.2291211831817903e-06,0.008495656381513932
model_0163,Skewness + Mean + Median + T-1 Return + T-4 Return,Median,-1.2113882374995927e-06,0.009036342486440786
model_0163,Skewness + Mean + Median + T-1 Return + T-4 Return,T-1 Return,-0.017392814056626228,0.5612805345079943
model_0163,Skewness + Mean + Median + T-1 Return + T-4 Return,T-4 Return,-0.023927041681628475,0.41858240101692734
model_0164,Skewness + Mean + Median + T-2 Return + T-3 Return,const,0.0022818681932973706,0.18933496922949405
model_0164,Skewness + Mean + Median + T-2 Return + T-3 Return,Skewness,0.00538301299390576,8.595685658345832e-10
model_0164,Skewness + Mean + Median + T-2 Return + T-3 Return,Mean,1.2483827991240051e-06,0.006380283886843175
model_0164,Skewness + Mean + Median + T-2 Return + T-3 Return,Median,-1.230443225622269e-06,0.0068220777149784325
model_0164,Skewness + Mean + Median + T-2 Return + T-3 Return,T-2 Return,0.04983398893581993,0.07927845669451641
model_0164,Skewness + Mean + Median + T-2 Return + T-3 Return,T-3 Return,0.001600766269106969,0.9559524354114949
model_0165,Skewness + Mean + Median + T-2 Return + T-4 Return,const,0.0023196920543311385,0.18205114462844255
model_0165,Skewness + Mean + Median + T-2 Return + T-4 Return,Skewness,0.005383125040839114,7.945362565912119e-10
model_0165,Skewness + Mean + Median + T-2 Return + T-4 Return,Mean,1.253629054847622e-06,0.006151718588933911
model_0165,Skewness + Mean + Median + T-2 Return + T-4 Return,Median,-1.2354144329017952e-06,0.006589165394205506
model_0165,Skewness + Mean + Median + T-2 Return + T-4 Return,T-2 Return,0.05022657462302616,0.0767813016099592
model_0165,Skewness + Mean + Median + T-2 Return + T-4 Return,T-4 Return,-0.025155179661912695,0.3945684958400133
model_0166,Skewness + Mean + Median + T-3 Return + T-4 Return,const,0.0024428561955387507,0.16020808054316452
model_0166,Skewness + Mean + Median + T-3 Return + T-4 Return,Skewness,0.0053569088199707385,1.0683281273399628e-09
model_0166,Skewness + Mean + Median + T-3 Return + T-4 Return,Mean,1.2827960248773004e-06,0.005090798179557971
model_0166,Skewness + Mean + Median + T-3 Return + T-4 Return,Median,-1.2644800484988365e-06,0.005456704179581093
model_0166,Skewness + Mean + Median + T-3 Return + T-4 Return,T-3 Return,-0.0002022612511663769,0.9944355620041239
model_0166,Skewness + Mean + Median + T-3 Return + T-4 Return,T-4 Return,-0.024209809081903327,0.4131572170104464
model_0167,Skewness + Mean + Fear and Greed Index + VIX + T-1 Return,const,-0.005122460694266289,0.32137701322217116
model_0167,Skewness + Mean + Fear and Greed Index + VIX + T-1 Return,Skewness,0.004803410775670638,3.0033414359173225e-08
model_0167,Skewness + Mean + Fear and Greed Index + VIX + T-1 Return,Mean,2.0973187024551123e-08,0.5692502108541577
model_0167,Skewness + Mean + Fear and Greed Index + VIX + T-1 Return,Fear and Greed Index,3.707983362601019e-05,0.45401445712992083
model_0167,Skewness + Mean + Fear and Greed Index + VIX + T-1 Return,VIX,0.00023125867496314644,0.14667143774433128
model_0167,Skewness + Mean + Fear and Greed Index + VIX + T-1 Return,T-1 Return,-0.033885821103211575,0.2501660604461749
model_0168,Skewness + Mean + Fear and Greed Index + VIX + T-2 Return,const,-0.003955527704524014,0.44689496659551253
model_0168,Skewness + Mean + Fear and Greed Index + VIX + T-2 Return,Skewness,0.004900266572684631,1.5970114688627162e-08
model_0168,Skewness + Mean + Fear and Greed Index + VIX + T-2 Return,Mean,2.66188947866947e-08,0.4703045076582735
model_0168,Skewness + Mean + Fear and Greed Index + VIX + T-2 Return,Fear and Greed Index,1.5709260294988422e-05,0.7557192036416525
model_0168,Skewness + Mean + Fear and Greed Index + VIX + T-2 Return,VIX,0.00020584048124715746,0.1976238353050172
model_0168,Skewness + Mean + Fear and Greed Index + VIX + T-2 Return,T-2 Return,0.05065305283320211,0.08132742799933693
model_0169,Skewness + Mean + Fear and Greed Index + VIX + T-3 Return,const,-0.005136388517763951,0.32278398009846365
model_0169,Skewness + Mean + Fear and Greed Index + VIX + T-3 Return,Skewness,0.004833167456768001,2.5732235655020306e-08
model_0169,Skewness + Mean + Fear and Greed Index + VIX + T-3 Return,Mean,2.2496935506714126e-08,0.5415542306838479
model_0169,Skewness + Mean + Fear and Greed Index + VIX + T-3 Return,Fear and Greed Index,3.4938792459513154e-05,0.4855042212553239
model_0169,Skewness + Mean + Fear and Greed Index + VIX + T-3 Return,VIX,0.00023087126427009084,0.14854050321564227
model_0169,Skewness + Mean + Fear and Greed Index + VIX + T-3 Return,T-3 Return,-0.003879738397272719,0.8951560338342344
model_0170,Skewness + Mean + Fear and Greed Index + VIX + T-4 Return,const,-0.005395706734474509,0.29764700043365117
