model_id,variables,num_variables,n_obs,rsquared,adj_rsquared,aic,bic,core_factors,core_factor_min_pvalue,pass_pvalue_screen
model_0035,Skewness + Fear and Greed Index + T-3 Return,3,1196,0.02763906635173885,0.02519184923685236,-4953.584636446029,-4933.237684707987,Skewness,8.00419890711289e-09,False
model_0024,Skewness + Std + T-3 Return,3,1196,0.028051108701131144,0.02560492860558039,-4954.091554274585,-4933.7446025365425,Skewness,8.096312023822665e-09,False
model_0009,Skewness + T-3 Return,2,1196,0.027568398012136175,0.02593816900628898,-4955.497717833731,-4940.2375040301995,Skewness,8.18849145467724e-09,False
model_0120,Skewness + Fear and Greed Index + T-3 Return + T-4 Return,4,1196,0.02818951682945403,0.02492566969873844,-4952.2618800092705,-4926.828190336718,Skewness,8.2117193820238e-09,False
model_0033,Skewness + Fear and Greed Index + T-1 Return,3,1196,0.028711253803920034,0.02626673514738631,-4954.9041502824775,-4934.557198544435,Skewness,8.224501519110358e-09,False
model_0208,Skewness + Std + Fear and Greed Index + T-1 Return + T-4 Return,5,1196,0.029770717144000702,0.02569412351855538,-4952.209436415852,-4921.6890088087885,Skewness,8.24083113096763e-09,False
model_0095,Skewness + Std + T-3 Return + T-4 Return,4,1196,0.02854432923139194,0.02528167374602297,-4952.69862475118,-4927.264935078628,Skewness,8.459726933506436e-09,False
model_0078,Skewness + Std + Median + T-2 Return,4,1196,0.031036514151738137,0.02778222872487579,-4955.770800980218,-4930.3371113076655,Skewness,8.492967562885504e-09,False
model_0207,Skewness + Std + Fear and Greed Index + T-1 Return + T-3 Return,5,1196,0.02921010250826439,0.025131153359139513,-4951.518567278882,-4920.9981396718185,Skewness,8.493726867758479e-09,False
model_0117,Skewness + Fear and Greed Index + T-1 Return + T-4 Return,4,1196,0.029247668726577913,0.025987375422552916,-4953.564849246323,-4928.131159573771,Skewness,8.51569320997078e-09,False
model_0046,Skewness + T-3 Return + T-4 Return,3,1196,0.028058311008761105,0.02561214903982345,-4954.100416872113,-4933.75346513407,Skewness,8.555874256600586e-09,False
model_0116,Skewness + Fear and Greed Index + T-1 Return + T-3 Return,4,1196,0.028712088097457844,0.025449996033973243,-4952.905177593361,-4927.471487920809,Skewness,8.784943352442729e-09,False
model_0200,Skewness + Std + Median + T-2 Return + T-4 Return,5,1196,0.03158011681062034,0.027511125704782646,-4954.441962720818,-4923.9215351137545,Skewness,8.790177699349027e-09,False
model_0091,Skewness + Std + T-1 Return + T-3 Return,4,1196,0.02904235926223575,0.025781376421806668,-4953.311927724769,-4927.878238052216,Skewness,8.95132819100965e-09,False
model_0250,Skewness + Fear and Greed Index + T-1 Return + T-3 Return + T-4 Return,5,1196,0.029250458600651452,0.025171679014939885,-4951.568286471328,-4921.0478588642645,Skewness,9.006985851411071e-09,False
model_0042,Skewness + T-1 Return + T-3 Return,3,1196,0.02861719656555084,0.026172441187779616,-4954.78833816056,-4934.441386422517,Skewness,9.058237786775965e-09,False
model_0199,Skewness + Std + Median + T-2 Return + T-3 Return,5,1196,0.0310387101183075,0.026967444194434864,-4953.773511483795,-4923.253083876732,Skewness,9.32526566903813e-09,False
model_0220,Skewness + Std + T-1 Return + T-3 Return + T-4 Return,5,1196,0.029517028266389134,0.025439368721289934,-4951.8967554415,-4921.376327834437,Skewness,9.33918077237009e-09,False
model_0189,Skewness + Std + Median + Fear and Greed Index + T-2 Return,5,1196,0.031047937853916463,0.026976710702042217,-4953.784901437609,-4923.264473830545,Skewness,9.382775630680602e-09,False
model_0052,Skewness + Mean + Std + T-3 Return,4,1196,0.028475134279174363,0.025212246401018712,-4952.613438964364,-4927.179749291811,Skewness,9.42562235181836e-09,False
model_0129,Skewness + T-1 Return + T-3 Return + T-4 Return,4,1196,0.029088310849484045,0.025827482338483088,-4953.3685310167775,-4927.934841344225,Skewness,9.450691837099303e-09,False
model_0196,Skewness + Std + Median + T-1 Return + T-2 Return,5,1196,0.03189034590879847,0.027822658286566493,-4954.825157500397,-4924.304729893333,Skewness,9.65061868111237e-09,False
model_0151,Skewness + Mean + Std + T-3 Return + T-4 Return,5,1196,0.028977410217596367,0.024897483369771156,-4951.231927881109,-4920.711500274046,Skewness,9.708715501379547e-09,False
model_0016,Skewness + Mean + T-2 Return,3,1196,0.030492697705784777,0.02805266254900407,-4957.099751934339,-4936.752800196296,Skewness,9.724980802853649e-09,False
model_0144,Skewness + Mean + Std + VIX + T-3 Return,5,1196,0.02982855291244968,0.025752202294434756,-4952.280732595057,-4921.760304987994,Skewness,9.758020457824369e-09,False
model_0073,Skewness + Mean + T-2 Return + T-4 Return,4,1196,0.031031318190476997,0.02777701531286314,-4955.764387577549,-4930.330697904997,Skewness,1.0073454504907177e-08,False
model_0062,Skewness + Mean + Fear and Greed Index + T-2 Return,4,1196,0.030533822201686545,0.027277848472724964,-4955.150484858344,-4929.716795185791,Skewness,1.0310816410521018e-08,False
model_0072,Skewness + Mean + T-2 Return + T-3 Return,4,1196,0.030494091167492687,0.027237984000968662,-4955.101470932635,-4929.667781260082,Skewness,1.065345951629907e-08,False
model_0186,Skewness + Mean + T-2 Return + T-3 Return + T-4 Return,5,1196,0.03103206218568222,0.026960768329319595,-4953.765305892685,-4923.244878285622,Skewness,1.0988382803133466e-08,False
model_0069,Skewness + Mean + T-1 Return + T-2 Return,4,1196,0.031404041772040925,0.028150990694868927,-4956.224529551487,-4930.790839878934,Skewness,1.1039250788512861e-08,False
model_0174,Skewness + Mean + Fear and Greed Index + T-2 Return + T-3 Return,5,1196,0.030538498812232806,0.02646513116018334,-4953.15625425993,-4922.635826652867,Skewness,1.1049958651143644e-08,False
model_0147,Skewness + Mean + Std + T-1 Return + T-3 Return,5,1196,0.029420502009009586,0.025342436891400366,-4951.777804706301,-4921.257377099238,Skewness,1.1104488463732706e-08,False
model_0180,Skewness + Mean + VIX + T-2 Return + T-3 Return,5,1196,0.031807697390501155,0.027739662505587348,-4954.7230581066515,-4924.202630499588,Skewness,1.1162831847489089e-08,False
model_0048,Skewness + Mean + Std + Fear and Greed Index,4,1196,0.028489449723535953,0.025226609924118737,-4952.631062185551,-4927.197372512998,Skewness,1.1162939506700639e-08,False
model_0019,Skewness + Std + Median,3,1196,0.028248258068487853,0.025802574154230817,-4954.334174604214,-4933.987222866172,Skewness,1.1388200575499051e-08,False
model_0184,Skewness + Mean + T-1 Return + T-2 Return + T-4 Return,5,1196,0.03192339328707383,0.027855844519372508,-4954.8659848373345,-4924.345557230271,Skewness,1.1415640843474658e-08,False
model_0175,Skewness + Mean + Fear and Greed Index + T-2 Return + T-4 Return,5,1196,0.031041682806397963,0.026970429372811466,-4953.777180712325,-4923.256753105262,Skewness,1.1482190175843625e-08,False
model_0140,Skewness + Mean + Std + Fear and Greed Index + T-3 Return,5,1196,0.028489967661959104,0.024407992736169004,-4950.631699805513,-4920.111272198449,Skewness,1.167327430829701e-08,False
model_0029,Skewness + Median + T-2 Return,3,1196,0.0303942189012274,0.02795393589510642,-4956.978273046533,-4936.63132130849,Skewness,1.1716738323633128e-08,False
model_0080,Skewness + Std + Median + T-4 Return,4,1196,0.028746769370732617,0.025484793785075954,-4952.947883306958,-4927.514193634405,Skewness,1.1803716344408144e-08,False
model_0109,Skewness + Median + T-2 Return + T-4 Return,4,1196,0.030930598454164127,0.02767595730707484,-4955.640075464414,-4930.206385791861,Skewness,1.2155381393687455e-08,False
model_0183,Skewness + Mean + T-1 Return + T-2 Return + T-3 Return,5,1196,0.031406682077623316,0.02733696225442006,-4954.227789744505,-4923.707362137441,Skewness,1.2160354890938463e-08,False
model_0171,Skewness + Mean + Fear and Greed Index + T-1 Return + T-2 Return,5,1196,0.03142401574322162,0.027354368750546088,-4954.249193205765,-4923.728765598701,Skewness,1.2227860018156664e-08,False
model_0079,Skewness + Std + Median + T-3 Return,4,1196,0.02824826039454076,0.02498461055539558,-4952.334177467043,-4926.900487794491,Skewness,1.2275262898922958e-08,False
model_0087,Skewness + Std + VIX + T-2 Return,4,1196,0.031554630026520036,0.02830208470335127,-4956.410486918629,-4930.976797246077,Skewness,1.2294086733466123e-08,False
model_0141,Skewness + Mean + Std + Fear and Greed Index + T-4 Return,5,1196,0.02902606154408205,0.024946339113595006,-4951.291852794097,-4920.771425187034,Skewness,1.2377939104163043e-08,False
model_0201,Skewness + Std + Median + T-3 Return + T-4 Return,5,1196,0.028746902358529725,0.024666006990288314,-4950.948047067975,-4920.427619460911,Skewness,1.2669906091353195e-08,False
model_0216,Skewness + Std + VIX + T-2 Return + T-4 Return,5,1196,0.032069367409567784,0.028002431978515596,-4955.046340620401,-4924.525913013337,Skewness,1.2735576015708945e-08,False
model_0102,Skewness + Median + VIX + T-2 Return,4,1196,0.03155192465328438,0.028299370244059485,-4956.407145871245,-4930.9734561986925,Skewness,1.283538921823151e-08,False
model_0108,Skewness + Median + T-2 Return + T-3 Return,4,1196,0.030395946939191232,0.027139510153092794,-4954.9804045677,-4929.5467148951475,Skewness,1.2843296217346219e-08,False
model_0098,Skewness + Median + Fear and Greed Index + T-2 Return,4,1196,0.030408242562678933,0.02715184707170548,-4954.995571231749,-4929.561881559196,Skewness,1.287331527178807e-08,False
model_0077,Skewness + Std + Median + T-1 Return,4,1196,0.029221414123694278,0.025961032643001314,-4953.532503117015,-4928.098813444462,Skewness,1.2918119006787265e-08,False
model_0002,Skewness + Mean,2,1196,0.02770505013768909,0.02607505022174228,-4955.6657989886635,-4940.405585185132,Skewness,1.2951111737729253e-08,False
model_0105,Skewness + Median + T-1 Return + T-2 Return,4,1196,0.031316971418318684,0.028063627913426314,-4956.117021914403,-4930.683332241851,Skewness,1.2981648885907237e-08,False
model_0241,Skewness + Median + T-2 Return + T-3 Return + T-4 Return,5,1196,0.030931594108901006,0.026859878117761915,-4953.641304275968,-4923.120876668904,Skewness,1.326784072441061e-08,False
model_0236,Skewness + Median + VIX + T-2 Return + T-4 Return,5,1196,0.03206152812162222,0.027994559752385406,-4955.0366542336915,-4924.516226626628,Skewness,1.329521615397479e-08,False
model_0194,Skewness + Std + Median + VIX + T-3 Return,5,1196,0.02942229305302635,0.025344235460812214,-4951.780011728625,-4921.259584121562,Skewness,1.3326029373742507e-08,False
model_0198,Skewness + Std + Median + T-1 Return + T-4 Return,5,1196,0.029701491556910598,0.025624607067653904,-4952.124105195587,-4921.603677588523,Skewness,1.3368213592600052e-08,False
model_0215,Skewness + Std + VIX + T-2 Return + T-3 Return,5,1196,0.03155782558760911,0.027488740821170476,-4954.41443334399,-4923.894005736926,Skewness,1.3404859199133457e-08,False
model_0018,Skewness + Mean + T-4 Return,3,1196,0.028198832276031927,0.02575302396800183,-4954.273344515673,-4933.92639277763,Skewness,1.3432961106215296e-08,False
model_0239,Skewness + Median + T-1 Return + T-2 Return + T-4 Return,5,1196,0.03183415993221117,0.027766236234447406,-4954.755747513834,-4924.23531990677,Skewness,1.3448373266697152e-08,False
model_0212,Skewness + Std + VIX + T-1 Return + T-2 Return,5,1196,0.03242595464289766,0.028360517477531655,-4955.4870301632845,-4924.966602556221,Skewness,1.3531620849645061e-08,False
model_0138,Skewness + Mean + Std + Fear and Greed Index + T-1 Return,5,1196,0.029450942145375025,0.0253730049274985,-4951.815315259618,-4921.294887652554,Skewness,1.3577637471210718e-08,False
model_0229,Skewness + Median + Fear and Greed Index + T-2 Return + T-3 Return,5,1196,0.03041182935471254,0.02633792947805169,-4952.999995579598,-4922.479567972535,Skewness,1.3781817646326654e-08,False
model_0017,Skewness + Mean + T-3 Return,3,1196,0.027705174655603848,0.025258123920676723,-4953.665952155597,-4933.319000417554,Skewness,1.392365204424213e-08,False
model_0197,Skewness + Std + Median + T-1 Return + T-3 Return,5,1196,0.029221594430967057,0.025142693567231644,-4951.532725255741,-4921.012297648677,Skewness,1.4006017550566569e-08,False
model_0235,Skewness + Median + VIX + T-2 Return + T-3 Return,5,1196,0.03155299494550756,0.027483889882253365,-4954.408467645989,-4923.888040038925,Skewness,1.4011948428072548e-08,False
model_0124,Skewness + VIX + T-2 Return + T-3 Return,4,1196,0.031210418894704217,0.027956717530790542,-4955.985472371215,-4930.5517826986625,Skewness,1.4079649970901843e-08,False
model_0232,Skewness + Median + VIX + T-1 Return + T-2 Return,5,1196,0.03246003662562691,0.028394742661869032,-4955.529159000308,-4925.0087313932445,Skewness,1.4200505516336063e-08,False
model_0230,Skewness + Median + Fear and Greed Index + T-2 Return + T-4 Return,5,1196,0.0309308755835056,0.02685915657335225,-4953.640417490215,-4923.119989883152,Skewness,1.4292277067833881e-08,False
model_0238,Skewness + Median + T-1 Return + T-2 Return + T-3 Return,5,1196,0.031320038399747285,0.02724995452747736,-4954.1208086180895,-4923.600381011026,Skewness,1.4306791631906868e-08,False
model_0074,Skewness + Mean + T-3 Return + T-4 Return,4,1196,0.028199280137409244,0.024935465796980694,-4952.27389570078,-4926.840206028227,Skewness,1.4380559156078043e-08,False
model_0255,Skewness + VIX + T-2 Return + T-3 Return + T-4 Return,5,1196,0.03171943021030521,0.02765102445488632,-4954.61402735379,-4924.093599746727,Skewness,1.4535556804955615e-08,False
model_0067,Skewness + Mean + VIX + T-3 Return,4,1196,0.029026958728336827,0.02576592416487189,-4953.292957903947,-4927.859268231395,Skewness,1.4580538369867493e-08,False
model_0015,Skewness + Mean + T-1 Return,3,1196,0.028739384127263845,0.02629493626852386,-4954.938789162065,-4934.591837424023,Skewness,1.4672481023240369e-08,False
model_0203,Skewness + Std + Fear and Greed Index + VIX + T-2 Return,5,1196,0.03188135707795947,0.027813631687530704,-4954.814052775092,-4924.2936251680285,Skewness,1.4687932943913028e-08,False
model_0075,Skewness + Std + Median + Fear and Greed Index,4,1196,0.02829336716617914,0.025029868819130163,-4952.389694682802,-4926.956005010249,Skewness,1.477281328568351e-08,False
model_0226,Skewness + Median + Fear and Greed Index + T-1 Return + T-2 Return,5,1196,0.03132093273079106,0.027250852616214516,-4954.121912822228,-4923.601485215165,Skewness,1.47889315756328e-08,False
model_0182,Skewness + Mean + VIX + T-3 Return + T-4 Return,5,1196,0.029494465568476014,0.025416711222125077,-4951.868950035524,-4921.3485224284605,Skewness,1.504602234315722e-08,False
model_0071,Skewness + Mean + T-1 Return + T-4 Return,4,1196,0.029214514330096253,0.02595410967629297,-4953.524002595951,-4928.090312923398,Skewness,1.519470700966924e-08,False
model_0112,Skewness + Fear and Greed Index + VIX + T-2 Return,4,1196,0.03146134967443637,0.028208491067129637,-4956.295294124048,-4930.861604451496,Skewness,1.5335687418778623e-08,False
model_0190,Skewness + Std + Median + Fear and Greed Index + T-3 Return,5,1196,0.02829437351899977,0.02421157676907959,-4950.390933326808,-4919.870505719745,Skewness,1.5422214970129595e-08,False
model_0252,Skewness + VIX + T-1 Return + T-2 Return + T-3 Return,5,1196,0.03212869056394596,0.028062004389844852,-4955.119644083031,-4924.599216475967,Skewness,1.5520898614352495e-08,False
model_0004,Skewness + Median,2,1196,0.027604960746537066,0.025974793036137367,-4955.542687425798,-4940.2824736222665,Skewness,1.5689480850105364e-08,False
model_0070,Skewness + Mean + T-1 Return + T-3 Return,4,1196,0.028739408208661166,0.02547740790037789,-4952.938818815642,-4927.505129143089,Skewness,1.5874866359803967e-08,False
model_0168,Skewness + Mean + Fear and Greed Index + VIX + T-2 Return,5,1196,0.031885687824979914,0.027817980630967187,-4954.819402930322,-4924.298975323259,Skewness,1.5970114688627162e-08,False
model_0245,Skewness + Fear and Greed Index + VIX + T-2 Return + T-3 Return,5,1196,0.03146266140013587,0.02739317678417008,-4954.29691390969,-4923.776486302627,Skewness,1.6019149932702757e-08,False
model_0031,Skewness + Median + T-4 Return,3,1196,0.028096544801779366,0.02565047905883089,-4954.147465492823,-4933.800513754781,Skewness,1.6297659606130856e-08,False
model_0191,Skewness + Std + Median + Fear and Greed Index + T-4 Return,5,1196,0.02884570245910345,0.024765222217335014,-4951.069715591972,-4920.549287984909,Skewness,1.6328558078406477e-08,False
model_0185,Skewness + Mean + T-1 Return + T-3 Return + T-4 Return,5,1196,0.029214539838421483,0.025135609333540865,-4951.524034022005,-4921.003606414942,Skewness,1.6370515934842245e-08,False
model_0246,Skewness + Fear and Greed Index + VIX + T-2 Return + T-4 Return,5,1196,0.03208677273709015,0.028019910437666162,-4955.067847284393,-4924.547419677329,Skewness,1.6404694718521276e-08,False
model_0021,Skewness + Std + VIX,3,1196,0.028774702295494725,0.02633034332476203,-4954.982280369814,-4934.635328631772,Skewness,1.6468730748647923e-08,False
model_0013,Skewness + Mean + Fear and Greed Index,3,1196,0.02771866981711546,0.025271653046521014,-4953.682552393259,-4933.335600655217,Skewness,1.6470592982709614e-08,False
model_0178,Skewness + Mean + VIX + T-1 Return + T-3 Return,5,1196,0.030031204530161837,0.02595570538953229,-4952.530581889813,-4922.01015428275,Skewness,1.6587702982992443e-08,False
model_0030,Skewness + Median + T-3 Return,3,1196,0.02760500734284388,0.025157704508975254,-4953.542744737058,-4933.195792999015,Skewness,1.6880833941655733e-08,False
model_0089,Skewness + Std + VIX + T-4 Return,4,1196,0.029245623410926957,0.025985323237663893,-4953.562329350297,-4928.128639677744,Skewness,1.7081999272972947e-08,False
model_0242,Skewness + Fear and Greed Index + VIX + T-1 Return + T-2 Return,5,1196,0.032434778254609165,0.02836937816324203,-4955.497936912775,-4924.9775093057115,Skewness,1.7105650585522833e-08,False
model_0027,Skewness + Median + VIX,3,1196,0.02876571779079773,0.026321336208056545,-4954.971216595072,-4934.62426485703,Skewness,1.7173569157111715e-08,False
model_0063,Skewness + Mean + Fear and Greed Index + T-3 Return,4,1196,0.027719448578774064,0.024454022713379486,-4951.683510345746,-4926.249820673193,Skewness,1.719737386116991e-08,False
model_0188,Skewness + Std + Median + Fear and Greed Index + T-1 Return,5,1196,0.029289553242670907,0.02521093792016116,-4951.616453512778,-4921.096025905715,Skewness,1.7266179887384642e-08,False
model_0028,Skewness + Median + T-1 Return,3,1196,0.02865149506681397,0.026206826010774176,-4954.830568403452,-4934.4836166654095,Skewness,1.7326461747579792e-08,False
model_0110,Skewness + Median + T-3 Return + T-4 Return,4,1196,0.028096826765642624,0.024832668333285346,-4952.147812470529,-4926.714122797976,Skewness,1.746134267491668e-08,False
model_0088,Skewness + Std + VIX + T-3 Return,4,1196,0.028774768490625546,0.025512886940636026,-4952.982361884761,-4927.548672212209,Skewness,1.7653190903232717e-08,False
model_0104,Skewness + Median + VIX + T-4 Return,4,1196,0.029231670372760865,0.025971323337908636,-4953.545138890878,-4928.111449218325,Skewness,1.781109212493805e-08,False
model_0107,Skewness + Median + T-1 Return + T-4 Return,4,1196,0.02912452133681942,0.025863814439545885,-4953.413137082339,-4927.979447409786,Skewness,1.7974175989828225e-08,False
model_0086,Skewness + Std + VIX + T-1 Return,4,1196,0.029766140843441757,0.026507588839557394,-4954.203795231179,-4928.770105558627,Skewness,1.8066992969364284e-08,False
model_0217,Skewness + Std + VIX + T-3 Return + T-4 Return,5,1196,0.029245625564535582,0.02516682567194961,-4951.562332003611,-4921.041904396548,Skewness,1.8242007129781503e-08,False
model_0064,Skewness + Mean + Fear and Greed Index + T-4 Return,4,1196,0.028245995677964375,0.024982338232718226,-4952.331390131802,-4926.89770045925,Skewness,1.830648449825404e-08,False
model_0103,Skewness + Median + VIX + T-3 Return,4,1196,0.028765963138866035,0.025504052015906664,-4952.971518722307,-4927.537829049755,Skewness,1.840307956061329e-08,False
model_0039,Skewness + VIX + T-3 Return,3,1196,0.028426144293860145,0.025980908079834664,-4954.553131145926,-4934.206179407884,Skewness,1.853925239459378e-08,False
model_0214,Skewness + Std + VIX + T-1 Return + T-4 Return,5,1196,0.03021919930480088,0.026144490058182424,-4952.76240743226,-4922.241979825197,Skewness,1.8716425189841547e-08,False
model_0106,Skewness + Median + T-1 Return + T-3 Return,4,1196,0.028651575696528098,0.025389280400798575,-4952.830667681047,-4927.396978008494,Skewness,1.8758163937062667e-08,False
model_0101,Skewness + Median + VIX + T-1 Return,4,1196,0.02979658078387959,0.02653813101321245,-4954.241318906045,-4928.807629233493,Skewness,1.8938775607380433e-08,False
model_0176,Skewness + Mean + Fear and Greed Index + T-3 Return + T-4 Return,5,1196,0.02824881641322574,0.024165828246894727,-4950.334861796703,-4919.8144341896395,Skewness,1.89464906693215e-08,False
model_0237,Skewness + Median + VIX + T-3 Return + T-4 Return,5,1196,0.029232309034392223,0.025153453189998953,-4951.545925731093,-4921.02549812403,Skewness,1.9009235230837774e-08,False
model_0126,Skewness + VIX + T-3 Return + T-4 Return,4,1196,0.028892459984156682,0.02563097370366685,-4953.127300000927,-4927.693610328374,Skewness,1.9163539685545958e-08,False
model_0240,Skewness + Median + T-1 Return + T-3 Return + T-4 Return,5,1196,0.029124522213242243,0.02504521348304578,-4951.413138161984,-4920.89271055492,Skewness,1.9377683581767333e-08,False
model_0061,Skewness + Mean + Fear and Greed Index + T-1 Return,4,1196,0.028769755545661413,0.0255078571595847,-4952.976188788646,-4927.5424991160935,Skewness,1.9392765579648116e-08,False
model_0213,Skewness + Std + VIX + T-1 Return + T-3 Return,5,1196,0.029766659962858988,0.02569004929043406,-4952.20443514596,-4921.684007538896,Skewness,1.9469571054982487e-08,False
model_0234,Skewness + Median + VIX + T-1 Return + T-4 Return,5,1196,0.03024476723300995,0.026170165414661217,-4952.793939965416,-4922.2735123583525,Skewness,1.961693662710728e-08,False
model_0223,Skewness + Median + Fear and Greed Index + VIX + T-2 Return,5,1196,0.03166944636436175,0.02760083059278351,-4954.552289941422,-4924.031862334358,Skewness,2.019015562327612e-08,False
model_0026,Skewness + Median + Fear and Greed Index,3,1196,0.027645392174107886,0.02519819097991527,-4953.592417207167,-4933.245465469125,Skewness,2.0286264430253633e-08,False
model_0172,Skewness + Mean + Fear and Greed Index + T-1 Return + T-3 Return,5,1196,0.02877014631015884,0.024689348605579697,-4950.976669987039,-4920.456242379975,Skewness,2.0294866518464024e-08,False
model_0122,Skewness + VIX + T-1 Return + T-3 Return,4,1196,0.029466305476244736,0.02620674646860821,-4953.834247521726,-4928.400557849173,Skewness,2.0376591447792805e-08,False
model_0233,Skewness + Median + VIX + T-1 Return + T-3 Return,5,1196,0.02979658079071701,0.025720095836056167,-4952.2413189144745,-4921.720891307411,Skewness,2.0420091856702536e-08,False
model_0204,Skewness + Std + Fear and Greed Index + VIX + T-3 Return,5,1196,0.02958693120323297,0.025509565367952458,-4951.982905251439,-4921.462477644375,Skewness,2.0555775965272232e-08,False
model_0254,Skewness + VIX + T-1 Return + T-3 Return + T-4 Return,5,1196,0.029914470090869005,0.02583848046940207,-4952.386653559831,-4921.866225952767,Skewness,2.103791091268068e-08,False
model_0099,Skewness + Median + Fear and Greed Index + T-3 Return,4,1196,0.02764665138936706,0.024380981032992133,-4951.5939660479025,-4926.16027637535,Skewness,2.1151477143086032e-08,False
model_0173,Skewness + Mean + Fear and Greed Index + T-1 Return + T-4 Return,5,1196,0.02928906738199588,0.025210450018054664,-4951.6158548901685,-4921.095427283105,Skewness,2.1515193141291984e-08,False
model_0113,Skewness + Fear and Greed Index + VIX + T-3 Return,4,1196,0.029119853939535978,0.025859131366704813,-4953.407387432816,-4927.973697760263,Skewness,2.1605543031664148e-08,False
model_0100,Skewness + Median + Fear and Greed Index + T-4 Return,4,1196,0.028187951500400432,0.02492409911249238,-4952.259953571892,-4926.826263899339,Skewness,2.247921970807303e-08,False
model_0247,Skewness + Fear and Greed Index + VIX + T-3 Return + T-4 Return,5,1196,0.02977584787579457,0.025699275808045874,-4952.215761077002,-4921.695333469938,Skewness,2.283965706723511e-08,False
model_0187,Skewness + Std + Median + Fear and Greed Index + VIX,5,1196,0.02990699695675325,0.02583097593556316,-4952.377440110397,-4921.857012503334,Skewness,2.3031494554964e-08,False
model_0097,Skewness + Median + Fear and Greed Index + T-1 Return,4,1196,0.028715060747126375,0.025452978667351744,-4952.908837985301,-4927.475148312748,Skewness,2.3106715360924886e-08,False
model_0231,Skewness + Median + Fear and Greed Index + T-3 Return + T-4 Return,5,1196,0.028191675807260785,0.024108447554350154,-4950.264537050299,-4919.744109443235,Skewness,2.322795905047117e-08,False
model_0243,Skewness + Fear and Greed Index + VIX + T-1 Return + T-3 Return,5,1196,0.03023926069609073,0.026164635741032338,-4952.787148767767,-4922.266721160703,Skewness,2.3992844697150204e-08,False
model_0227,Skewness + Median + Fear and Greed Index + T-1 Return + T-3 Return,5,1196,0.02871576990424607,0.024634743727373176,-4950.909711212292,-4920.389283605228,Skewness,2.4155238579503795e-08,False
model_0060,Skewness + Mean + Fear and Greed Index + VIX,4,1196,0.029409809554211352,0.026150060803763697,-4953.764628963844,-4928.3309392912915,Skewness,2.543132145145648e-08,False
model_0228,Skewness + Median + Fear and Greed Index + T-1 Return + T-4 Return,5,1196,0.02924818040671462,0.02516939124875961,-4951.565479653879,-4921.045052046816,Skewness,2.5560878404160276e-08,False
model_0169,Skewness + Mean + Fear and Greed Index + VIX + T-3 Return,5,1196,0.029423980087168622,0.02534592958333326,-4951.782090588023,-4921.261662980959,Skewness,2.5732235655020306e-08,False
model_0170,Skewness + Mean + Fear and Greed Index + VIX + T-4 Return,5,1196,0.030020433036813454,0.025944888637808527,-4952.5173003960435,-4921.99687278898,Skewness,2.8718578330330486e-08,False
model_0167,Skewness + Mean + Fear and Greed Index + VIX + T-1 Return,5,1196,0.030488222281112476,0.02641464338313393,-4953.0942309903085,-4922.573803383245,Skewness,3.0033414359173225e-08,False
model_0096,Skewness + Median + Fear and Greed Index + VIX,4,1196,0.029229644359930917,0.02596929052066954,-4953.542642817672,-4928.108953145119,Skewness,3.1824200145109666e-08,False
model_0224,Skewness + Median + Fear and Greed Index + VIX + T-3 Return,5,1196,0.029245003942036885,0.02516620143759163,-4951.561566145337,-4921.041138538273,Skewness,3.216156598465731e-08,False
model_0225,Skewness + Median + Fear and Greed Index + VIX + T-4 Return,5,1196,0.029853460546327537,0.025777214582236474,-4952.311438417842,-4921.791010810778,Skewness,3.583432657568414e-08,False
model_0222,Skewness + Median + Fear and Greed Index + VIX + T-1 Return,5,1196,0.030334969390997557,0.026260746573312677,-4952.905191542052,-4922.384763934989,Skewness,3.6422618178671845e-08,False
model_0647,Skewness + Kurtosis + Mean + Std + Median + T-3 Return,6,1196,0.03732450701768819,0.03246659872677671,-4959.557417541909,-4923.950252000334,Skewness + Kurtosis,5.224224756720198e-07,False
model_0643,Skewness + Kurtosis + Mean + Std + Median + Fear and Greed Index,6,1196,0.03732397393447395,0.03246606295348731,-4959.55675525503,-4923.949589713456,Skewness + Kurtosis,5.364608844190556e-07,False
model_0645,Skewness + Kurtosis + Mean + Std + Median + T-1 Return,6,1196,0.03751671638593601,0.03265977803296349,-4959.796236706315,-4924.18907116474,Skewness + Kurtosis,7.43007185143676e-07,False
model_0666,Skewness + Kurtosis + Mean + Median + Fear and Greed Index + T-2 Return,6,1196,0.03707235671859899,0.03221317601238516,-4959.2441943717195,-4923.637028830145,Skewness + Kurtosis,8.393709801349475e-07,False
model_0570,Skewness + Kurtosis + Mean + Median + T-3 Return,5,1196,0.03438171797445699,0.030324498302080727,-4957.906958806106,-4927.386531199042,Skewness + Kurtosis,8.856746317459024e-07,False
model_0678,Skewness + Kurtosis + Mean + Median + T-3 Return + T-4 Return,6,1196,0.03493530291159552,0.030065338081881166,-4956.5928172407885,-4920.985651699214,Skewness + Kurtosis,9.184565086520506e-07,False
model_0566,Skewness + Kurtosis + Mean + Median + Fear and Greed Index,5,1196,0.034381611755298414,0.03032439163662326,-4957.906827244692,-4927.3863996376285,Skewness + Kurtosis,9.187041506194958e-07,False
model_0676,Skewness + Kurtosis + Mean + Median + T-2 Return + T-3 Return,6,1196,0.03698130228164964,0.032121662091313175,-4959.1311059596965,-4923.523940418122,Skewness + Kurtosis,9.439394993031078e-07,False
