model_id,variables,num_variables,n_obs,rsquared,adj_rsquared,aic,bic,core_factors,core_factor_min_pvalue,pass_pvalue_screen
model_0707,Skewness + Kurtosis + Std + Median + VIX + T-4 Return,6,1196,0.0300556315949414,0.025161042687935287,-4950.560701557045,-4914.9535360154705,Skewness + Kurtosis,3.7344274057205425e-06,True
model_0519,Skewness + Kurtosis + T-1 Return,3,1196,0.028790754951183217,0.026346436381429528,-4955.002048321609,-4934.655096583567,Skewness + Kurtosis,4.163965967038457e-06,True
model_0553,Skewness + Kurtosis + T-1 Return + T-2 Return,4,1196,0.03152286336606247,0.028270211353857766,-4956.371256721467,-4930.937567048914,Skewness + Kurtosis,4.178771165701382e-06,True
model_0562,Skewness + Kurtosis + Mean + Std + T-1 Return,5,1196,0.029671266677462893,0.025594255192914472,-4952.086850276101,-4921.566422669038,Skewness + Kurtosis,4.190089465491531e-06,True
model_0658,Skewness + Kurtosis + Mean + Std + T-1 Return + T-2 Return,6,1196,0.03241960876451766,0.02753694909470039,-4953.479186168616,-4917.872020627042,Skewness + Kurtosis,4.190197538154626e-06,True
model_0649,Skewness + Kurtosis + Mean + Std + Fear and Greed Index + VIX,6,1196,0.030396872894736693,0.025504005979150923,-4950.981546728107,-4915.374381186532,Skewness + Kurtosis,4.228036962925069e-06,True
model_0660,Skewness + Kurtosis + Mean + Std + T-1 Return + T-4 Return,6,1196,0.03015984822832185,0.0252657852252689,-4950.689213865858,-4915.082048324283,Skewness + Kurtosis,4.344362557114629e-06,True
model_0555,Skewness + Kurtosis + T-1 Return + T-4 Return,4,1196,0.029265717516959944,0.026005484830199044,-4953.587086178727,-4928.153396506174,Skewness + Kurtosis,4.353707884892595e-06,True
model_0640,Skewness + Kurtosis + T-1 Return + T-2 Return + T-4 Return,5,1196,0.03204334097950223,0.02797629619370179,-4955.014182125952,-4924.493754518889,Skewness + Kurtosis,4.376124036009995e-06,True
model_0518,Skewness + Kurtosis + VIX,3,1196,0.028523316501108176,0.026078324848006984,-4954.672755373521,-4934.325803635478,Skewness + Kurtosis,4.709576655368827e-06,True
model_0654,Skewness + Kurtosis + Mean + Std + VIX + T-1 Return,6,1196,0.031030273596663882,0.026140602984031536,-4951.7630982339915,-4916.155932692417,Skewness + Kurtosis,4.754506719407529e-06,True
model_0550,Skewness + Kurtosis + VIX + T-2 Return,4,1196,0.031364758028445405,0.02811157501594641,-4956.176023872514,-4930.742334199961,Skewness + Kurtosis,4.828953809575078e-06,True
model_0552,Skewness + Kurtosis + VIX + T-4 Return,4,1196,0.028992734079690385,0.025731584571981547,-4953.250802296464,-4927.817112623911,Skewness + Kurtosis,4.903842527628799e-06,True
model_0637,Skewness + Kurtosis + VIX + T-2 Return + T-4 Return,5,1196,0.03187939609588919,0.027811662466039944,-4954.811630208192,-4924.291202601128,Skewness + Kurtosis,5.035966332056293e-06,True
model_0534,Skewness + Kurtosis + Std + T-1 Return,4,1196,0.02927362675053813,0.026013420627114203,-4953.596830845284,-4928.163141172731,Skewness + Kurtosis,5.091083242070599e-06,True
model_0602,Skewness + Kurtosis + Std + T-1 Return + T-2 Return,5,1196,0.0320167868241259,0.027949630466244102,-4954.981372460438,-4924.460944853375,Skewness + Kurtosis,5.119552670384784e-06,True
model_0604,Skewness + Kurtosis + Std + T-1 Return + T-4 Return,5,1196,0.029753194002257177,0.02567652675016585,-4952.187835863652,-4921.667408256589,Skewness + Kurtosis,5.325980857972012e-06,True
model_0731,Skewness + Kurtosis + Std + T-1 Return + T-2 Return + T-4 Return,6,1196,0.032542235681290776,0.02766019481845461,-4953.630771595742,-4918.023606054167,Skewness + Kurtosis,5.364505614408063e-06,True
model_0544,Skewness + Kurtosis + Fear and Greed Index + VIX,4,1196,0.02920029045169681,0.02593983802668154,-4953.506479019229,-4928.0727893466765,Skewness + Kurtosis,5.428786375190771e-06,True
model_0533,Skewness + Kurtosis + Std + VIX,4,1196,0.028912435049104346,0.025651015855314596,-4953.1519012138715,-4927.718211541319,Skewness + Kurtosis,5.438109095415114e-06,True
model_0577,Skewness + Kurtosis + Mean + VIX + T-1 Return,5,1196,0.030231788243737512,0.02615713189182045,-4952.7779330734,-4922.257505466337,Skewness + Kurtosis,5.457396242155228e-06,True
model_0689,Skewness + Kurtosis + Mean + VIX + T-1 Return + T-2 Return,6,1196,0.032964217740791946,0.02808430630802905,-4954.152552143482,-4918.545386601908,Skewness + Kurtosis,5.467622298549306e-06,True
model_0599,Skewness + Kurtosis + Std + VIX + T-2 Return,5,1196,0.03176208349478127,0.027693856954843388,-4954.666712963149,-4924.146285356085,Skewness + Kurtosis,5.582840961994205e-06,True
model_0691,Skewness + Kurtosis + Mean + VIX + T-1 Return + T-4 Return,6,1196,0.030684767472418106,0.025793353346963643,-4951.336715800314,-4915.729550258739,Skewness + Kurtosis,5.64960674962846e-06,True
model_0601,Skewness + Kurtosis + Std + VIX + T-4 Return,5,1196,0.029387496205269703,0.025309292407812878,-4951.737133880085,-4921.216706273021,Skewness + Kurtosis,5.6669025060901305e-06,True
model_0626,Skewness + Kurtosis + Fear and Greed Index + VIX + T-4 Return,5,1196,0.029851512222703658,0.025775258072378904,-4952.309036520169,-4921.788608913105,Skewness + Kurtosis,5.786030156108342e-06,True
model_0728,Skewness + Kurtosis + Std + VIX + T-2 Return + T-4 Return,6,1196,0.032282761749713784,0.02739941151464098,-4953.310045228757,-4917.702879687183,Skewness + Kurtosis,5.827039797507752e-06,True
model_0704,Skewness + Kurtosis + Std + Median + VIX + T-1 Return,6,1196,0.03064743597086661,0.025755833461047706,-4951.290654813548,-4915.6834892719735,Skewness + Kurtosis,5.92340376423953e-06,True
model_0593,Skewness + Kurtosis + Std + Fear and Greed Index + VIX,5,1196,0.02971477815865109,0.025637949495452172,-4952.1404825107575,-4921.620054903694,Skewness + Kurtosis,6.4722904733824145e-06,True
model_0717,Skewness + Kurtosis + Std + Fear and Greed Index + VIX + T-4 Return,6,1196,0.030391967135474984,0.02549907546416541,-4950.975495516978,-4915.368329975404,Skewness + Kurtosis,6.929120649004862e-06,True
model_0549,Skewness + Kurtosis + VIX + T-1 Return,4,1196,0.02966213247796856,0.02640323115967458,-4954.075591770811,-4928.6419020982585,Skewness + Kurtosis,7.779590763934917e-06,True
model_0633,Skewness + Kurtosis + VIX + T-1 Return + T-2 Return,5,1196,0.03239317234655248,0.02832759744044555,-4955.44650927247,-4924.926081665407,Skewness + Kurtosis,7.807673412480001e-06,True
model_0635,Skewness + Kurtosis + VIX + T-1 Return + T-4 Return,5,1196,0.030113997975111828,0.026038846706099683,-4952.632672995135,-4922.112245388072,Skewness + Kurtosis,8.05984999545549e-06,True
model_0765,Skewness + Kurtosis + VIX + T-1 Return + T-2 Return + T-4 Return,6,1196,0.03288946720371766,0.028009178560506887,-4954.06010655993,-4918.452941018356,Skewness + Kurtosis,8.098880058316277e-06,True
model_0623,Skewness + Kurtosis + Fear and Greed Index + VIX + T-1 Return,5,1196,0.03042561195319038,0.026351769986607154,-4953.016996720328,-4922.496569113265,Skewness + Kurtosis,9.171050015318109e-06,True
model_0756,Skewness + Kurtosis + Fear and Greed Index + VIX + T-1 Return + T-4 Return,6,1196,0.03106666296411753,0.02617717598159841,-4951.808014498692,-4916.200848957117,Skewness + Kurtosis,9.735009244024616e-06,True
model_0714,Skewness + Kurtosis + Std + Fear and Greed Index + VIX + T-1 Return,6,1196,0.030900679538138576,0.02601035496053461,-4951.6031508941605,-4915.995985352586,Skewness + Kurtosis,1.0725960205223165e-05,True
model_0390,Kurtosis + Mean + Std + Median + T-2 Return,5,1196,0.019323762312241866,0.015203273918595883,-4939.400330821157,-4908.879903214093,Kurtosis,5.5838884379414986e-05,True
model_0389,Kurtosis + Mean + Std + Median + T-1 Return,5,1196,0.017469781347452695,0.01334150311782012,-4937.141412116106,-4906.6209845090425,Kurtosis,6.834116828638477e-05,True
model_0388,Kurtosis + Mean + Std + Median + VIX,5,1196,0.018188575954665276,0.014063317870441239,-4938.016696099207,-4907.496268492144,Kurtosis,6.990143988181186e-05,True
model_0392,Kurtosis + Mean + Std + Median + T-4 Return,5,1196,0.017274503013874676,0.01314540428704225,-4936.903730184059,-4906.383302576995,Kurtosis,7.638939360318756e-05,True
model_0303,Kurtosis + Mean + Std + Median,4,1196,0.016632715478904325,0.013330054573711725,-4938.122914623057,-4912.6892249505045,Kurtosis,7.882511442318983e-05,True
model_0417,Kurtosis + Mean + Median + T-1 Return + T-2 Return,5,1196,0.01820628609111974,0.01408110241923366,-4938.0382700122,-4907.517842405136,Kurtosis,0.0001252294717067081,True
model_0414,Kurtosis + Mean + Median + VIX + T-2 Return,5,1196,0.018704763615447817,0.014581674386941357,-4938.645658823411,-4908.125231216348,Kurtosis,0.00014173098762973192,True
model_0421,Kurtosis + Mean + Median + T-2 Return + T-4 Return,5,1196,0.017869143973668677,0.01374254373826389,-4937.627641230824,-4907.107213623761,Kurtosis,0.0001523658358145287,True
model_0313,Kurtosis + Mean + Median + T-2 Return,4,1196,0.017208314032487015,0.013907586287843832,-4938.8231793524965,-4913.389489679944,Kurtosis,0.00015627542267285298,True
model_0413,Kurtosis + Mean + Median + VIX + T-1 Return,5,1196,0.017062598107841276,0.012932609024260744,-4936.64586473954,-4906.125437132477,Kurtosis,0.00015805381470582525,True
model_0419,Kurtosis + Mean + Median + T-1 Return + T-4 Return,5,1196,0.016173830003671008,0.012040106600325062,-4935.564934890995,-4905.044507283931,Kurtosis,0.00017060651117982537,True
model_0312,Kurtosis + Mean + Median + T-1 Return,4,1196,0.015587816769990548,0.012281646549234804,-4936.8527530081,-4911.419063335547,Kurtosis,0.00017356519003097542,True
model_0416,Kurtosis + Mean + Median + VIX + T-4 Return,5,1196,0.016574757497425763,0.012442718663381314,-4936.0524265111535,-4905.53199890409,Kurtosis,0.00019554822880594016,True
model_0311,Kurtosis + Mean + Median + VIX,4,1196,0.015994938245258328,0.012690135351035803,-4937.347482763801,-4911.913793091248,Kurtosis,0.0001992832720277619,True
model_0315,Kurtosis + Mean + Median + T-4 Return,4,1196,0.015109904758510928,0.011802129459630994,-4936.272260329858,-4910.838570657305,Kurtosis,0.0002148322725361198,True
model_0268,Kurtosis + Mean + Median,3,1196,0.014497975956400455,0.012017685627431773,-4937.529396141871,-4917.182444403828,Kurtosis,0.00021930708182978694,True
model_0475,Kurtosis + Std + T-1 Return + T-2 Return + T-4 Return,5,1196,0.015542430425664722,0.011406054082915396,-4934.797612674166,-4904.277185067102,Kurtosis,0.0002562771814754402,True
model_0346,Kurtosis + Std + T-1 Return + T-2 Return,4,1196,0.01494805771518437,0.011639738849408277,-4936.075737731154,-4910.642048058601,Kurtosis,0.0002574718109434313,True
model_0408,Kurtosis + Mean + Median + Fear and Greed Index + VIX,5,1196,0.0168188686452998,0.012687855488347277,-4936.34934097074,-4905.828913363676,Kurtosis,0.0002675672597060522,True
model_0468,Kurtosis + Std + VIX + T-1 Return + T-2 Return,5,1196,0.016551417887271325,0.012419280987638004,-4936.024042205666,-4905.503614598602,Kurtosis,0.00032924686470217125,True
model_0384,Kurtosis + T-1 Return + T-2 Return + T-4 Return,4,1196,0.014726139646729086,0.011417075464182358,-4935.806326438221,-4910.372636765668,Kurtosis,0.0003356198444806425,True
model_0297,Kurtosis + T-1 Return + T-2 Return,3,1196,0.014137803855036157,0.011656607052657919,-4937.092373055409,-4916.745421317366,Kurtosis,0.0003367617393597058,True
model_0348,Kurtosis + Std + T-1 Return + T-4 Return,4,1196,0.012707383784434922,0.009391539565406948,-4933.358314791539,-4907.924625118986,Kurtosis,0.0003705062235107387,True
model_0278,Kurtosis + Std + T-1 Return,3,1196,0.01216216896252209,0.00967599992467616,-4934.698027320931,-4914.351075582888,Kurtosis,0.00037082448225641873,True
model_0350,Kurtosis + Std + T-2 Return + T-4 Return,4,1196,0.013827728230829783,0.010515646713552984,-4934.716263554646,-4909.282573882093,Kurtosis,0.0004042943753285054,True
model_0509,Kurtosis + VIX + T-1 Return + T-2 Return + T-4 Return,5,1196,0.016548151245538323,0.012416000620519618,-4936.020069555651,-4905.499641948588,Kurtosis,0.0004075009960837046,True
model_0279,Kurtosis + Std + T-2 Return,3,1196,0.013204938030996205,0.010721393411946778,-4935.961200770785,-4915.614249032742,Kurtosis,0.00040798514454712517,True
model_0377,Kurtosis + VIX + T-1 Return + T-2 Return,4,1196,0.015999414166587456,0.012694626304846302,-4937.352922994033,-4911.9192333214805,Kurtosis,0.0004095267016437285,True
model_0498,Kurtosis + Fear and Greed Index + VIX + T-1 Return + T-2 Return,5,1196,0.01648076439884516,0.012348330635815086,-4935.938121560262,-4905.417693953198,Kurtosis,0.00044226374450952844,True
model_0470,Kurtosis + Std + VIX + T-1 Return + T-4 Return,5,1196,0.014279266252056222,0.010137582496812736,-4933.264000659362,-4902.743573052298,Kurtosis,0.00047004536780099375,True
model_0342,Kurtosis + Std + VIX + T-1 Return,4,1196,0.01377063359441677,0.0104583603235332,-4934.647022905229,-4909.213333232677,Kurtosis,0.0004715133489694887,True
model_0458,Kurtosis + Std + Fear and Greed Index + VIX + T-1 Return,5,1196,0.014970770298790348,0.010831992022734882,-4934.103314513654,-4903.582886906591,Kurtosis,0.0004797389800017383,True
model_0263,Kurtosis + T-1 Return,2,1196,0.01136576993333871,0.009708378097518677,-4935.734195542888,-4920.4739817393565,Kurtosis,0.0004810471044275725,True
model_0299,Kurtosis + T-1 Return + T-4 Return,3,1196,0.011905372905345546,0.009418557568698027,-4934.38715830833,-4914.040206570287,Kurtosis,0.00048115378376255687,True
model_0472,Kurtosis + Std + VIX + T-2 Return + T-4 Return,5,1196,0.015409580485977292,0.011272645950204052,-4934.63622653326,-4904.1157989261965,Kurtosis,0.0005118342758429249,True
model_0343,Kurtosis + Std + VIX + T-2 Return,4,1196,0.014826262299800774,0.01151753438141212,-4935.927869069749,-4910.494179397197,Kurtosis,0.0005175424555109049,True
model_0495,Kurtosis + Median + T-1 Return + T-2 Return + T-4 Return,5,1196,0.015215538558262076,0.011077788720271542,-4934.400543476121,-4903.880115869058,Kurtosis,0.0005260898191203629,True
model_0361,Kurtosis + Median + T-1 Return + T-2 Return,4,1196,0.014636732583407697,0.011327368125249482,-4935.697802300217,-4910.264112627664,Kurtosis,0.000529518629260633,True
model_0301,Kurtosis + T-2 Return + T-4 Return,3,1196,0.012926940753340332,0.01044269647671292,-4935.624314286119,-4915.277362548077,Kurtosis,0.0005400195672163826,True
model_0264,Kurtosis + T-2 Return,2,1196,0.012309937967303619,0.010654128978145772,-4936.87694833811,-4921.616734534578,Kurtosis,0.000544268644880097,True
model_0459,Kurtosis + Std + Fear and Greed Index + VIX + T-2 Return,5,1196,0.01533519376205894,0.011197946677025561,-4934.5458710316625,-4904.025443424599,Kurtosis,0.0005505696014053914,True
model_0379,Kurtosis + VIX + T-1 Return + T-4 Return,4,1196,0.013732019956644637,0.01041961700099947,-4934.600197077184,-4909.166507404631,Kurtosis,0.0005815750137483782,True
model_0293,Kurtosis + VIX + T-1 Return,3,1196,0.013230318153390375,0.010746837410487875,-4935.991961987492,-4915.645010249449,Kurtosis,0.0005823883925966281,True
model_0281,Kurtosis + Std + T-4 Return,3,1196,0.010844380699816969,0.008354895080772917,-4933.10361131986,-4912.756659581817,Kurtosis,0.0005964366384489827,True
model_0259,Kurtosis + Std,2,1196,0.010272071475079803,0.008612846112925787,-4934.4118254362265,-4919.151611632695,Kurtosis,0.0005993928997222107,True
model_0367,Kurtosis + Fear and Greed Index + VIX + T-1 Return,4,1196,0.014253500073302172,0.010942848520231752,-4935.2327383089005,-4909.799048636348,Kurtosis,0.0006158145938231756,True
model_0500,Kurtosis + Fear and Greed Index + VIX + T-1 Return + T-4 Return,5,1196,0.014986037417170861,0.010847323288671551,-4934.121851643861,-4903.601424036798,Kurtosis,0.0006176100617516908,True
model_0381,Kurtosis + VIX + T-2 Return + T-4 Return,4,1196,0.014782131732139048,0.011473255600257026,-4935.8742958016,-4910.440606129047,Kurtosis,0.000649901361289711,True
model_0294,Kurtosis + VIX + T-2 Return,3,1196,0.014206326833458793,0.011725302488241107,-4937.175504684515,-4916.828552946472,Kurtosis,0.000655877910649915,True
model_0368,Kurtosis + Fear and Greed Index + VIX + T-2 Return,4,1196,0.014595282076594551,0.01128577840598699,-4935.647492160692,-4910.21380248814,Kurtosis,0.0007120880439522996,True
model_0502,Kurtosis + Fear and Greed Index + VIX + T-2 Return + T-4 Return,5,1196,0.015321972239507264,0.011184669601858155,-4934.529811927378,-4904.009384320315,Kurtosis,0.0007137997827918105,True
model_0363,Kurtosis + Median + T-1 Return + T-4 Return,4,1196,0.01240192478582769,0.009085054675956328,-4932.988340932397,-4907.554651259844,Kurtosis,0.0007459762709200469,True
model_0284,Kurtosis + Median + T-1 Return,3,1196,0.01187145142178625,0.009384550712277395,-4934.34610009705,-4913.999148359007,Kurtosis,0.00074808605241306,True
model_0345,Kurtosis + Std + VIX + T-4 Return,4,1196,0.012433895050169674,0.009117132313142484,-4933.027058155542,-4907.59336848299,Kurtosis,0.0007504432496799786,True
model_0277,Kurtosis + Std + VIX,3,1196,0.011899421568641766,0.009412591253797786,-4934.379954770261,-4914.033003032218,Kurtosis,0.0007556971177463099,True
model_0461,Kurtosis + Std + Fear and Greed Index + VIX + T-4 Return,5,1196,0.01376092774635218,0.009617066098227656,-4932.635252684669,-4902.114825077605,Kurtosis,0.000776010323093865,True
model_0337,Kurtosis + Std + Fear and Greed Index + VIX,4,1196,0.012977963353597022,0.009663027882072517,-4933.68613808584,-4908.252448413287,Kurtosis,0.0007809989576832824,True
model_0266,Kurtosis + T-4 Return,2,1196,0.00995536523152063,0.008295608928472031,-4934.029174744376,-4918.768960940844,Kurtosis,0.0007897116309059814,True
model_0257,Kurtosis,1,1196,0.009388471484042316,0.00855881358746291,-4935.344548151364,-4925.171072282343,Kurtosis,0.0007927731672782325,True
model_0365,Kurtosis + Median + T-2 Return + T-4 Return,4,1196,0.013435162574209292,0.010121762616440044,-4934.240266495203,-4908.806576822651,Kurtosis,0.0008355969971470241,True
model_0285,Kurtosis + Median + T-2 Return,3,1196,0.012828258997319208,0.010343766360567552,-4935.504751220501,-4915.157799482458,Kurtosis,0.0008446094451796416,True
model_0484,Kurtosis + Median + Fear and Greed Index + T-1 Return + T-4 Return,5,1196,0.012849042866991955,0.00870134976979442,-4931.529932016075,-4901.009504409011,Kurtosis,0.000867195643428624,True
model_0296,Kurtosis + VIX + T-4 Return,3,1196,0.011816753583998696,0.009329715212146428,-4934.279897371168,-4913.932945633125,Kurtosis,0.0009457955936476581,True
model_0262,Kurtosis + VIX,2,1196,0.01128933207745686,0.00963181209770414,-4935.641728441399,-4920.381514637867,Kurtosis,0.0009507752472943754,True
model_0288,Kurtosis + Fear and Greed Index + VIX,3,1196,0.012189594111762903,0.009703494096943599,-4934.731232096842,-4914.3842803587995,Kurtosis,0.0010180147671525134,True
model_0370,Kurtosis + Fear and Greed Index + VIX + T-4 Return,4,1196,0.012939064536284905,0.00962399842221695,-4933.639004316726,-4908.205314644173,Kurtosis,0.001018495286040292,True
model_0447,Kurtosis + Std + Median + Fear and Greed Index + T-4 Return,5,1196,0.011416942565122157,0.007263232239765549,-4929.796103222953,-4899.27567561589,Kurtosis,0.0010538840426806836,True
model_0287,Kurtosis + Median + T-4 Return,3,1196,0.010471870157822694,0.00798144701224679,-4932.653289115838,-4912.306337377795,Kurtosis,0.0012075266017247024,True
model_0260,Kurtosis + Median,2,1196,0.00991466364429694,0.00825483910723801,-4933.980007165442,-4918.71979336191,Kurtosis,0.0012156592190844854,True
model_0135,Skewness + Mean + Std + Median + T-3 Return,5,1196,0.03648571444586424,0.032437335094796405,-4960.515779806633,-4929.995352199569,Skewness,2.97756919721035e-10,False
model_0131,Skewness + Mean + Std + Median + Fear and Greed Index,5,1196,0.036485434317059195,0.03243705378897965,-4960.515432085786,-4929.995004478723,Skewness,3.4326139381516564e-10,False
model_0133,Skewness + Mean + Std + Median + T-1 Return,5,1196,0.03661581853013873,0.03256798583488718,-4960.67728752247,-4930.156859915406,Skewness,3.701601648281618e-10,False
model_0154,Skewness + Mean + Median + Fear and Greed Index + T-2 Return,5,1196,0.036520684637165735,0.032472452219674874,-4960.559188719647,-4930.038761112583,Skewness,7.96608811708728e-10,False
model_0164,Skewness + Mean + Median + T-2 Return + T-3 Return,5,1196,0.03644133289159657,0.03239276706340999,-4960.460690725712,-4929.9402631186485,Skewness,8.595685658345832e-10,False
model_0161,Skewness + Mean + Median + T-1 Return + T-2 Return,5,1196,0.036675261601616826,0.03262767866716987,-4960.751085814237,-4930.230658207173,Skewness,1.0119781214139209e-09,False
model_0058,Skewness + Mean + Median + T-3 Return,4,1196,0.03394343434516478,0.030698911874451618,-4959.364230582193,-4933.9305409096405,Skewness,1.0456758030686266e-09,False
model_0166,Skewness + Mean + Median + T-3 Return + T-4 Return,5,1196,0.03448717807135193,0.030430401508626526,-4958.037587198712,-4927.517159591648,Skewness,1.0683281273399628e-09,False
model_0159,Skewness + Mean + Median + VIX + T-3 Return,5,1196,0.03515307741271734,0.03109909874638428,-4958.862734579791,-4928.342306972728,Skewness,1.1293218476552264e-09,False
model_0054,Skewness + Mean + Median + Fear and Greed Index,4,1196,0.033943672874423125,0.03069915120481581,-4959.364525886877,-4933.930836214325,Skewness,1.2063884223008968e-09,False
model_0056,Skewness + Mean + Median + T-1 Return,4,1196,0.03422995900791903,0.03098639883666099,-4959.7190072458825,-4934.28531757333,Skewness,1.270057766920177e-09,False
model_0155,Skewness + Mean + Median + Fear and Greed Index + T-3 Return,5,1196,0.03394367651494812,0.029884616332237823,-4957.364530393931,-4926.844102786868,Skewness,1.274126554420291e-09,False
model_0163,Skewness + Mean + Median + T-1 Return + T-4 Return,5,1196,0.03476104066617436,0.030705414786620477,-4958.376874380817,-4927.856446773753,Skewness,1.2969140442447253e-09,False
model_0156,Skewness + Mean + Median + Fear and Greed Index + T-4 Return,5,1196,0.034501546204786404,0.030444830012369528,-4958.055385424755,-4927.534957817691,Skewness,1.3400692187862092e-09,False
model_0157,Skewness + Mean + Median + VIX + T-1 Return,5,1196,0.03542900142604366,0.03137618210430437,-4959.204811968592,-4928.684384361529,Skewness,1.3706541362171058e-09,False
model_0162,Skewness + Mean + Median + T-1 Return + T-3 Return,5,1196,0.0342301058611445,0.030172249163082143,-4957.719189107468,-4927.1987615004045,Skewness,1.387678801071819e-09,False
model_0153,Skewness + Mean + Median + Fear and Greed Index + T-1 Return,5,1196,0.03423258351801184,0.03017473723027242,-4957.722257417458,-4927.201829810395,Skewness,1.6553071903045717e-09,False
model_0152,Skewness + Mean + Median + Fear and Greed Index + VIX,5,1196,0.03539311940207435,0.03134014931552842,-4959.160321617407,-4928.639894010344,Skewness,2.001900799033742e-09,False
model_0083,Skewness + Std + Fear and Greed Index + T-2 Return,4,1196,0.030842764917379473,0.02758782877940258,-4955.531678532828,-4930.097988860275,Skewness,5.637574279379476e-09,False
model_0034,Skewness + Fear and Greed Index + T-2 Return,3,1196,0.03035644162324147,0.027916063540078584,-4956.931676022049,-4936.584724284006,Skewness,5.79144900603234e-09,False
model_0210,Skewness + Std + Fear and Greed Index + T-2 Return + T-4 Return,5,1196,0.03140670106354515,0.02733698132011464,-4954.2278131879475,-4923.707385580884,Skewness,5.8413959616274716e-09,False
model_0119,Skewness + Fear and Greed Index + T-2 Return + T-4 Return,4,1196,0.030895468304623974,0.027640709172145783,-4955.596719542497,-4930.163029869945,Skewness,6.004511954978039e-09,False
model_0093,Skewness + Std + T-2 Return + T-3 Return,4,1196,0.03083888134798196,0.027583932166950764,-4955.526885977474,-4930.093196304922,Skewness,6.109267490858916e-09,False
model_0044,Skewness + T-2 Return + T-3 Return,3,1196,0.030358068755167666,0.02791769476713546,-4956.933682998116,-4936.586731260073,Skewness,6.178205870194353e-09,False
model_0206,Skewness + Std + Fear and Greed Index + T-1 Return + T-2 Return,5,1196,0.03172200538068892,0.02765361044531367,-4954.617208154862,-4924.0967805477985,Skewness,6.189020071831896e-09,False
model_0209,Skewness + Std + Fear and Greed Index + T-2 Return + T-3 Return,5,1196,0.030844767102436332,0.026772686291942405,-4953.534149355634,-4923.013721748571,Skewness,6.192006400643174e-09,False
model_0115,Skewness + Fear and Greed Index + T-1 Return + T-2 Return,4,1196,0.03128133190997617,0.02802786870900209,-4956.073019834653,-4930.6393301621,Skewness,6.355499796245444e-09,False
model_0118,Skewness + Fear and Greed Index + T-2 Return + T-3 Return,4,1196,0.030358974257977067,0.027102413298306094,-4954.934799886557,-4929.501110214004,Skewness,6.372987343441433e-09,False
model_0221,Skewness + Std + T-2 Return + T-3 Return + T-4 Return,5,1196,0.0313759237226755,0.027306074662686752,-4954.189810535118,-4923.669382928055,Skewness,6.3775996526157245e-09,False
model_0130,Skewness + T-2 Return + T-3 Return + T-4 Return,4,1196,0.030891680654818843,0.027636908801434545,-4955.592045103193,-4930.158355430641,Skewness,6.4495223810766005e-09,False
model_0251,Skewness + Fear and Greed Index + T-2 Return + T-3 Return + T-4 Return,5,1196,0.030896157243995304,0.02682429235846584,-4953.5975697828535,-4923.07714217579,Skewness,6.542667316275877e-09,False
model_0249,Skewness + Fear and Greed Index + T-1 Return + T-2 Return + T-4 Return,5,1196,0.031809919601100245,0.027741894053205707,-4954.725803188306,-4924.205375581242,Skewness,6.584388623879579e-09,False
model_0218,Skewness + Std + T-1 Return + T-2 Return + T-3 Return,5,1196,0.03171110890864137,0.027642668189770125,-4954.60374909939,-4924.083321492327,Skewness,6.772221117075404e-09,False
model_0127,Skewness + T-1 Return + T-2 Return + T-3 Return,4,1196,0.03128432273876003,0.028030869582550966,-4956.076712379109,-4930.643022706557,Skewness,6.8543765188865995e-09,False
model_0139,Skewness + Mean + Std + Fear and Greed Index + T-2 Return,5,1196,0.03129878247345308,0.027228609290568473,-4954.0945648534425,-4923.574137246379,Skewness,6.984031649292243e-09,False
model_0248,Skewness + Fear and Greed Index + T-1 Return + T-2 Return + T-3 Return,5,1196,0.03128459412764251,0.02721436132985955,-4954.077047442489,-4923.556619835425,Skewness,7.010651537813647e-09,False
model_0256,Skewness + T-1 Return + T-2 Return + T-3 Return + T-4 Return,5,1196,0.031798542177514544,0.027730468825319265,-4954.711748800709,-4924.191321193645,Skewness,7.144116559605957e-09,False
model_0149,Skewness + Mean + Std + T-2 Return + T-3 Return,5,1196,0.0312608341735332,0.02719050154401026,-4954.047713175217,-4923.527285568153,Skewness,7.206586173465047e-09,False
model_0020,Skewness + Std + Fear and Greed Index,3,1196,0.02818940644491541,0.02574357441415609,-4954.26174415984,-4933.914792421798,Skewness,7.278540735379125e-09,False
model_0005,Skewness + Fear and Greed Index,2,1196,0.027637565601673297,0.026007452551550347,-4955.582790530968,-4940.322576727436,Skewness,7.521813170502201e-09,False
model_0085,Skewness + Std + Fear and Greed Index + T-4 Return,4,1196,0.02876402807751044,0.025502110455604465,-4952.969135845483,-4927.53544617293,Skewness,7.536602531483367e-09,False
model_0084,Skewness + Std + Fear and Greed Index + T-3 Return,4,1196,0.028191304080165458,0.024927462951971235,-4952.264079567573,-4926.830389895021,Skewness,7.732439148903146e-09,False
model_0036,Skewness + Fear and Greed Index + T-4 Return,3,1196,0.02818556278680906,0.025739721082413514,-4954.2570138080255,-4933.910062069983,Skewness,7.79374092667528e-09,False
model_0211,Skewness + Std + Fear and Greed Index + T-3 Return + T-4 Return,5,1196,0.028768707904404667,0.02468790415610389,-4950.97489869469,-4920.454471087626,Skewness,7.925360765669982e-09,False
model_0082,Skewness + Std + Fear and Greed Index + T-1 Return,4,1196,0.029208965987635782,0.025948542699600896,-4953.517167101688,-4928.083477429135,Skewness,7.964999270195644e-09,False
